election_year,State,Constituency,constituency_type,Party,Candidate,EVM_votes,Postal Votes,Total Votes,rank,units,Age,Gender
2024,Maharashtra,Bhandara Gondiya,General,Independent,CHAITRAM DASHARATH KOKASE,780.0,11.0,791.0,19,"EVM_votes, postal_votes, total_votes in absolute number",63.0,M
2024,Maharashtra,Gadchiroli - Chimur,Scheduled Tribe,Indian National Congress,DR. KIRSAN NAMDEO,614610.0,3182.0,617792.0,1,"EVM_votes, postal_votes, total_votes in absolute number",65.0,M
2024,Maharashtra,Gadchiroli - Chimur,Scheduled Tribe,Bharatiya Janata Party,ASHOK MAHADEORAO NETE,474376.0,1720.0,476096.0,2,"EVM_votes, postal_votes, total_votes in absolute number",61.0,M
2024,Maharashtra,Gadchiroli - Chimur,Scheduled Tribe,Bahujan Samaj Party,GONNADE YOGESH NAMDEORAO,18930.0,125.0,19055.0,3,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Maharashtra,Gadchiroli - Chimur,Scheduled Tribe,Vanchit Bahujan Aaghadi,HITESH PANDURANG MADAVI,15824.0,98.0,15922.0,5,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Maharashtra,Gadchiroli - Chimur,Scheduled Tribe,Independent,VINOD GURUDAS MADAVI,6107.0,19.0,6126.0,6,"EVM_votes, postal_votes, total_votes in absolute number",32.0,M
2024,Maharashtra,Gadchiroli - Chimur,Scheduled Tribe,Independent,KODAPE VILAS SHAMARAO,4396.0,6.0,4402.0,7,"EVM_votes, postal_votes, total_votes in absolute number",67.0,M
2024,Maharashtra,Gadchiroli - Chimur,Scheduled Tribe,Bhim Sena,SUHAS UMESH KUMRE,2851.0,21.0,2872.0,8,"EVM_votes, postal_votes, total_votes in absolute number",26.0,M
2024,Maharashtra,Gadchiroli - Chimur,Scheduled Tribe,Independent,KARAN SURESH SAYAM,2772.0,17.0,2789.0,9,"EVM_votes, postal_votes, total_votes in absolute number",32.0,M
2024,Maharashtra,Gadchiroli - Chimur,Scheduled Tribe,Bahujan Republican Socialist Party,BARIKRAO DHARMAJI MADAVI,2527.0,28.0,2555.0,10,"EVM_votes, postal_votes, total_votes in absolute number",63.0,M
2024,Maharashtra,Gadchiroli - Chimur,Scheduled Tribe,Janseva Gondwana Party,DHIRAJ PURUSHOTTAM SHEDMAKE,2141.0,33.0,2174.0,11,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Maharashtra,Chandrapur,General,Indian National Congress,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,716635.0,1775.0,718410.0,1,"EVM_votes, postal_votes, total_votes in absolute number",38.0,F
2024,Maharashtra,Chandrapur,General,Bharatiya Janata Party,MUNGANTIWAR SUDHIR SACCHIDANAND,456943.0,1061.0,458004.0,2,"EVM_votes, postal_votes, total_votes in absolute number",61.0,M
2024,Maharashtra,Chandrapur,General,Vanchit Bahujan Aaghadi,BELE RAJESH WARLUJI,21934.0,46.0,21980.0,3,"EVM_votes, postal_votes, total_votes in absolute number",42.0,M
2024,Maharashtra,Chandrapur,General,Bahujan Samaj Party,RAJENDRA HARISHCHANDRA RAMTEKE,9145.0,43.0,9188.0,5,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Maharashtra,Chandrapur,General,Independent,SANJAY NILKANTH GAWANDE,5087.0,1.0,5088.0,6,"EVM_votes, postal_votes, total_votes in absolute number",60.0,M
2024,Maharashtra,Chandrapur,General,Independent,DIWAKAR HARIJI URADE,3221.0,3.0,3224.0,7,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Maharashtra,Chandrapur,General,Gondvana Gantantra Party,NAMDEO MANIKRAO SHEDMAKE,2238.0,18.0,2256.0,8,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
2024,Maharashtra,Chandrapur,General,Peoples Party of India (Democratic),SEWAKDAS KAWDUJI BARKE,1997.0,1.0,1998.0,9,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
2024,Maharashtra,Chandrapur,General,Janseva Gondwana Party,AWACHIT SHAMRAO SAYAM,1886.0,20.0,1906.0,10,"EVM_votes, postal_votes, total_votes in absolute number",62.0,M
2024,Maharashtra,Chandrapur,General,Independent,MILIND PRALHAD DAHIWALE,1759.0,2.0,1761.0,11,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Maharashtra,Chandrapur,General,Jay Vidarbha Party,ASHOK RANAJI RATHOD,1660.0,10.0,1670.0,12,"EVM_votes, postal_votes, total_votes in absolute number",62.0,M
2024,Maharashtra,Chandrapur,General,Sanman Rajkiya Paksha,VIKAS UTTAMRAO LASANTE,1518.0,2.0,1520.0,13,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Maharashtra,Chandrapur,General,Bhim Sena,VIDYASAGAR KALIDAS KASARLAWAR,1426.0,,1426.0,14,"EVM_votes, postal_votes, total_votes in absolute number",69.0,M
2024,Maharashtra,Chandrapur,General,Akhil Bharatiya Manavata Paksha,VANITA JITENDRA RAUT,1054.0,3.0,1057.0,15,"EVM_votes, postal_votes, total_votes in absolute number",42.0,F
2024,Maharashtra,Chandrapur,General,Bahujan Republican Socialist Party,PURNIMA DILIP GHONMODE,967.0,6.0,973.0,16,"EVM_votes, postal_votes, total_votes in absolute number",47.0,F
2024,Maharashtra,Yavatmal- Washim,General,Shiv Sena (Uddhav Balasaheb Thackrey),SANJAY UTTAMRAO DESHMUKH,591899.0,2908.0,594807.0,1,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Maharashtra,Yavatmal- Washim,General,Shiv Sena,RAJSHRITAI HEMANT PATIL (MAHALLE),498514.0,1820.0,500334.0,2,"EVM_votes, postal_votes, total_votes in absolute number",51.0,F
2024,Maharashtra,Yavatmal- Washim,General,Samnak Janta Party,ANIL JAYRAM RATHOD,56175.0,215.0,56390.0,3,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Maharashtra,Yavatmal- Washim,General,Bahujan Samaj Party,HARISING (HARIBHAU) NASARU RATHOD,17256.0,140.0,17396.0,4,"EVM_votes, postal_votes, total_votes in absolute number",70.0,M
2024,Maharashtra,Yavatmal- Washim,General,Independent,SANGITA DINESH CHAVHAN,7169.0,11.0,7180.0,6,"EVM_votes, postal_votes, total_votes in absolute number",37.0,F
2024,Maharashtra,Yavatmal- Washim,General,Independent,RAMDAS BAJIRAO GHODAM,6776.0,5.0,6781.0,7,"EVM_votes, postal_votes, total_votes in absolute number",65.0,M
2024,Maharashtra,Yavatmal- Washim,General,Independent,VINOD PANJABRAO NANDAGAVALI,6291.0,7.0,6298.0,8,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Maharashtra,Yavatmal- Washim,General,Independent,SANDIP SAMPAT SHINDE,5511.0,3.0,5514.0,9,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Maharashtra,Yavatmal- Washim,General,Sanman Rajkiya Paksha,DHARAM DILIPSING THAKUR,4539.0,16.0,4555.0,10,"EVM_votes, postal_votes, total_votes in absolute number",25.0,M
2024,Maharashtra,Yavatmal- Washim,General,Hindrashtra Sangh,AMOL KOMAWAR,3364.0,13.0,3377.0,11,"EVM_votes, postal_votes, total_votes in absolute number",46.0,M
2024,Maharashtra,Yavatmal- Washim,General,Peoples Party of India (Democratic),UTTAM ONKAR INGOLE,2958.0,17.0,2975.0,12,"EVM_votes, postal_votes, total_votes in absolute number",59.0,M
2024,Maharashtra,Yavatmal- Washim,General,Independent,MANOJ MAHADEORAO GEDAM,2783.0,11.0,2794.0,13,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Maharashtra,Yavatmal- Washim,General,Independent,NUR ALI MAHEBUB ALI SHAH,1951.0,7.0,1958.0,14,"EVM_votes, postal_votes, total_votes in absolute number",64.0,M
2024,Maharashtra,Yavatmal- Washim,General,Independent,DR ARJUNKUMAR SITARAM RATHOD,1857.0,6.0,1863.0,15,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Maharashtra,Yavatmal- Washim,General,Independent,PRO KISAN RAMRAO AMBURE,1705.0,15.0,1720.0,16,"EVM_votes, postal_votes, total_votes in absolute number",32.0,M
2024,Maharashtra,Yavatmal- Washim,General,Independent,DIKSHANT NAMDEVRAO SAWAIKAR,1095.0,8.0,1103.0,17,"EVM_votes, postal_votes, total_votes in absolute number",32.0,M
2024,Maharashtra,Yavatmal- Washim,General,Independent,GOKUL PREMDAS CHAVHAN,1091.0,3.0,1094.0,18,"EVM_votes, postal_votes, total_votes in absolute number",61.0,M
2024,Maharashtra,Hingoli,General,Shiv Sena (Uddhav Balasaheb Thackrey),AASHTIKAR PATIL NAGESH BAPURAO,490432.0,2103.0,492535.0,1,"EVM_votes, postal_votes, total_votes in absolute number",52.0,M
2024,Maharashtra,Hingoli,General,Shiv Sena,BABURAO KADAM KOHALIKAR,382599.0,1334.0,383933.0,2,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Maharashtra,Hingoli,General,Vanchit Bahujan Aaghadi,DR. B. D. CHAVHAN,161324.0,490.0,161814.0,3,"EVM_votes, postal_votes, total_votes in absolute number",61.0,M
2024,Maharashtra,Hingoli,General,Independent,AMBADAS SUKAJI GADE,14729.0,13.0,14742.0,4,"EVM_votes, postal_votes, total_votes in absolute number",60.0,M
2024,Maharashtra,Hingoli,General,Communist Party of India (Marxist),VIJAY RAMJI GABHANE,14617.0,27.0,14644.0,5,"EVM_votes, postal_votes, total_votes in absolute number",60.0,M
2024,Maharashtra,Hingoli,General,Independent,ANAND RAJARAM DHULE,9807.0,10.0,9817.0,6,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Maharashtra,Hingoli,General,Bahujan Samaj Party,GAJANAN DHONDBA DAL,7410.0,55.0,7465.0,7,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Maharashtra,Hingoli,General,Independent,DATTA SHRIKRISHNA SURYAWANSHI,7233.0,6.0,7239.0,8,"EVM_votes, postal_votes, total_votes in absolute number",32.0,M
2024,Maharashtra,Hingoli,General,Independent,SARJERAO NIVRUTTI KHANDARE,5010.0,4.0,5014.0,9,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Maharashtra,Hingoli,General,Independent,RAMPRASAD NARAYAN BANGAR,4518.0,7.0,4525.0,10,"EVM_votes, postal_votes, total_votes in absolute number",43.0,M
2024,Maharashtra,Hingoli,General,Independent,BABURAO ANANDRAO KADAM,4469.0,13.0,4482.0,11,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Maharashtra,Hingoli,General,Bahujan Mukti Party,DEVSARKAR VARSHA SHIVAJIRAO,4081.0,18.0,4099.0,12,"EVM_votes, postal_votes, total_votes in absolute number",47.0,F
2024,Maharashtra,Hingoli,General,Independent,A. KADIR MASTAN SAYYED (GOREGAONKAR),3707.0,6.0,3713.0,13,"EVM_votes, postal_votes, total_votes in absolute number",52.0,M
2024,Maharashtra,Hingoli,General,Akhil Bhartiya Parivar Party,ANIL DEVRAO MOHITE,3353.0,21.0,3374.0,14,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Maharashtra,Hingoli,General,Independent,SUNIL MOTIRAM GAJBHAR,3192.0,,3192.0,15,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Maharashtra,Hingoli,General,Indian National League,ADV ALTAF AHMED,2934.0,16.0,2950.0,17,"EVM_votes, postal_votes, total_votes in absolute number",53.0,M
2024,Maharashtra,Hingoli,General,Independent,ASHOK PANDURANG RATHOD,2897.0,9.0,2906.0,18,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Maharashtra,Hingoli,General,Independent,ADV RAVI SHINDE,2687.0,14.0,2701.0,19,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Maharashtra,Hingoli,General,Independent,SATTAR PATHAN,2461.0,2.0,2463.0,20,"EVM_votes, postal_votes, total_votes in absolute number",59.0,M
2024,Maharashtra,Hingoli,General,Independent,MAHESH KAILAS NAPTE,2298.0,1.0,2299.0,21,"EVM_votes, postal_votes, total_votes in absolute number",27.0,M
2024,Maharashtra,Hingoli,General,Independent,ADV. SHIVAJIRAO JADHAV,2181.0,33.0,2214.0,22,"EVM_votes, postal_votes, total_votes in absolute number",25.0,M
2024,Maharashtra,Hingoli,General,Independent,BHAWAR GOVINDRAO FULAJI,2138.0,8.0,2146.0,24,"EVM_votes, postal_votes, total_votes in absolute number",53.0,M
2024,Maharashtra,Hingoli,General,Bahujan Samaj Party (Ambedkar),TRISHALA MILIND KAMBLE,2128.0,22.0,2150.0,23,"EVM_votes, postal_votes, total_votes in absolute number",41.0,F
2024,Maharashtra,Hingoli,General,Republican Party of India (A),PRAKASH MASARAM RANVIR,2097.0,5.0,2102.0,26,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Maharashtra,Hingoli,General,Independent,ADV. RAMRAO ATMARAM JUMBADE,2095.0,9.0,2104.0,25,"EVM_votes, postal_votes, total_votes in absolute number",27.0,M
2024,Maharashtra,Hingoli,General,Samnak Janta Party,DESHA SHYAM BANJARA,2052.0,11.0,2063.0,27,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
2024,Maharashtra,Hingoli,General,Independent,VISHVANATH BHAURAO FALEGAONKAR,1856.0,3.0,1859.0,28,"EVM_votes, postal_votes, total_votes in absolute number",34.0,third
2024,Maharashtra,Hingoli,General,Rashtriya Kisan Bahujan Party,HEMANT RADHAKISHAN KANAKE,1791.0,9.0,1800.0,29,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Maharashtra,Hingoli,General,Abhinav Bharat Janseva Paksh,RAVI RAMDAS JADHAV (SAWANEKAR),1590.0,12.0,1602.0,30,"EVM_votes, postal_votes, total_votes in absolute number",37.0,M
2024,Maharashtra,Hingoli,General,Independent,DEWJI GANGARAM ASOLE,1476.0,7.0,1483.0,31,"EVM_votes, postal_votes, total_votes in absolute number",70.0,M
2024,Maharashtra,Hingoli,General,Independent,VIJAY DNYANBA RAUT,1115.0,11.0,1126.0,32,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Maharashtra,Hingoli,General,Bhim Sena,SUNIL DASHARATH INGOLE,1024.0,4.0,1028.0,33,"EVM_votes, postal_votes, total_votes in absolute number",43.0,M
2024,Maharashtra,Hingoli,General,Independent,VASANT KISAN PAIKRAO,590.0,3.0,593.0,34,"EVM_votes, postal_votes, total_votes in absolute number",64.0,M
2024,Maharashtra,Nanded,General,Indian National Congress,CHAVAN VASANTRAO BALWANTRAO,526865.0,2029.0,528894.0,1,"EVM_votes, postal_votes, total_votes in absolute number",69.0,M
2024,Maharashtra,Nanded,General,Bharatiya Janata Party,CHIKHALIKAR PRATAPRAO GOVINDRAO,467452.0,2000.0,469452.0,2,"EVM_votes, postal_votes, total_votes in absolute number",62.0,M
2024,Maharashtra,Nanded,General,Vanchit Bahujan Aaghadi,AVINASH VISHWANATH BHOSIKAR,92090.0,422.0,92512.0,3,"EVM_votes, postal_votes, total_votes in absolute number",42.0,M
2024,Maharashtra,Nanded,General,Bahujan Samaj Party,PANDURANG RAMA ADGULWAR,6879.0,22.0,6901.0,4,"EVM_votes, postal_votes, total_votes in absolute number",37.0,M
2024,Maharashtra,Nanded,General,Independent,NIKHIL LAXMANRAO GARJE,4320.0,5.0,4325.0,5,"EVM_votes, postal_votes, total_votes in absolute number",34.0,M
2024,Maharashtra,Nanded,General,Independent,NAGESH SAMBHAJI GAIKWAD,3316.0,2.0,3318.0,7,"EVM_votes, postal_votes, total_votes in absolute number",29.0,M
2024,Maharashtra,Nanded,General,Independent,BHASKAR CHAMPATRAO DOIFODE,2078.0,2.0,2080.0,8,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Maharashtra,Nanded,General,Samnak Janta Party,SUSHILA NILKANTHRAO PAWAR,1873.0,17.0,1890.0,9,"EVM_votes, postal_votes, total_votes in absolute number",37.0,F
2024,Maharashtra,Nanded,General,Desh Janhit Party,ABDUL RAIS AHEMAD,1508.0,2.0,1510.0,10,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
2024,Maharashtra,Nanded,General,Independent,DEVIDAS GOVINDRAO INGLE,1466.0,5.0,1471.0,11,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Maharashtra,Nanded,General,Independent,KALPANA SANJAY GAIKWAD,1305.0,5.0,1310.0,12,"EVM_votes, postal_votes, total_votes in absolute number",40.0,F
2024,Maharashtra,Nanded,General,Indian National League,KAUSAR SULTANA,1211.0,4.0,1215.0,13,"EVM_votes, postal_votes, total_votes in absolute number",49.0,F
2024,Maharashtra,Nanded,General,Independent,SAHEBRAO BHIVA GAJBHARE,1189.0,4.0,1193.0,14,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Maharashtra,Nanded,General,Independent,JAGDISH LAXMAN POTRE,960.0,3.0,963.0,15,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Maharashtra,Nanded,General,Independent,GAJANAN DATTRAMJI DHUMAL,948.0,2.0,950.0,16,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Maharashtra,Nanded,General,Independent,LAXMAN NAGORAO PATIL,921.0,2.0,923.0,17,"EVM_votes, postal_votes, total_votes in absolute number",34.0,M
2024,Maharashtra,Nanded,General,Independent,MAHARUDRA KESHAV POPLAITKAR,911.0,2.0,913.0,18,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Maharashtra,Nanded,General,Bharatiya Praja Surajya Paksha,RUKMINBAI SHANKARRAO GITE,897.0,6.0,903.0,19,"EVM_votes, postal_votes, total_votes in absolute number",61.0,F
2024,Maharashtra,Nanded,General,Bahujan Bharat Party,HARI PIRAJI BOYALE,877.0,1.0,878.0,20,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Maharashtra,Nanded,General,Independent,RATHOD SURESH GOPINATH,806.0,2.0,808.0,21,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Maharashtra,Nanded,General,Independent,KADAM SURAJ DEVENDRA,796.0,3.0,799.0,22,"EVM_votes, postal_votes, total_votes in absolute number",30.0,M
2024,Maharashtra,Nanded,General,Bahujan Mukti Party,RAHUL SURYAKANT YANGADE,734.0,3.0,737.0,23,"EVM_votes, postal_votes, total_votes in absolute number",42.0,M
2024,Maharashtra,Nanded,General,Independent,DNYANESHWAR RAOSAHEB KAPATE,679.0,2.0,681.0,24,"EVM_votes, postal_votes, total_votes in absolute number",32.0,M
2024,Maharashtra,Parbhani,General,Shiv Sena (Uddhav Balasaheb Thackrey),JADHAV SANJAY ( BANDU ) HARIBHAU,596871.0,4472.0,601343.0,1,"EVM_votes, postal_votes, total_votes in absolute number",57.0,M
2024,Maharashtra,Parbhani,General,Rashtriya Samaj Paksha,JANKAR MAHADEV JAGANNATH,463764.0,3518.0,467282.0,2,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Maharashtra,Parbhani,General,Vanchit Bahujan Aaghadi,PANJAB UTTAMRAO DAKH,95394.0,573.0,95967.0,3,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Maharashtra,Parbhani,General,Bahujan Bharat Party,DR. GOVARDHAN BHIWAJI KHANDAGALE,15355.0,40.0,15395.0,4,"EVM_votes, postal_votes, total_votes in absolute number",70.0,M
2024,Maharashtra,Parbhani,General,Independent,KAMBLE SHIVAJI DEVAJI,11050.0,10.0,11060.0,6,"EVM_votes, postal_votes, total_votes in absolute number",54.0,M
2024,Maharashtra,Parbhani,General,Bahujan Samaj Party,ALAMGIR MOHAMMAD KHAN,10972.0,90.0,11062.0,5,"EVM_votes, postal_votes, total_votes in absolute number",43.0,M
2024,Maharashtra,Parbhani,General,Independent,SAMIR GANESHRAO DUDHGAONKAR,10951.0,105.0,11056.0,7,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Maharashtra,Parbhani,General,Independent,KRUSHNA TRIMBAKRAO PAWAR,10145.0,9.0,10154.0,8,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Maharashtra,Parbhani,General,Baliraja Party,KAILAS BALIRAM PAWAR (NAIK),9487.0,33.0,9520.0,9,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Maharashtra,Parbhani,General,Independent,PROF. DR. VILAS BANSIDHAR TANGADE,8814.0,6.0,8820.0,10,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Maharashtra,Parbhani,General,Independent,ARJUN DNYANOBA BHISE,6915.0,8.0,6923.0,11,"EVM_votes, postal_votes, total_votes in absolute number",31.0,M
2024,Maharashtra,Parbhani,General,Communist Party of India,COMRADE RAJAN KSHIRSAGAR,6627.0,22.0,6649.0,12,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
2024,Maharashtra,Parbhani,General,Independent,KISHORKUMAR PRAKASH SHINDE,6547.0,1.0,6548.0,13,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Maharashtra,Parbhani,General,Independent,KISHORE RADHAKISHAN DHAGE,5446.0,34.0,5480.0,14,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Maharashtra,Parbhani,General,Social Democratic Party Of India,SAYED IRSHAD ALI SAYYED LAYAKH ALI,4629.0,15.0,4644.0,15,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Maharashtra,Parbhani,General,Maharashtra Vikas Aghadi,DASHARATH PRABHKAR RATHOD,4354.0,40.0,4394.0,16,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Maharashtra,Parbhani,General,Independent,KARBHARI KUNDLIK MITHE,4268.0,8.0,4276.0,17,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Maharashtra,Parbhani,General,Independent,APPASAHEB OMKAR KADAM,3883.0,8.0,3891.0,18,"EVM_votes, postal_votes, total_votes in absolute number",59.0,M
2024,Maharashtra,Parbhani,General,Jai Sewalal Bahujan Vikas Party,SHRIRAM BANSILAL JADHAV,3617.0,11.0,3628.0,19,"EVM_votes, postal_votes, total_votes in absolute number",65.0,M
2024,Maharashtra,Parbhani,General,Independent,COMRADE GANPAT BHISE,3589.0,15.0,3604.0,20,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Maharashtra,Parbhani,General,Independent,DNYANESHWAR JAGANNATH DAHIBHATE,3538.0,1.0,3539.0,21,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Maharashtra,Parbhani,General,Independent,ANIL MANIKRAO MUDGALKAR,3531.0,2.0,3533.0,22,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Maharashtra,Parbhani,General,Independent,GOVIND BHAIYYA RAMRAO DESHMUKH,3452.0,7.0,3459.0,23,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Maharashtra,Parbhani,General,Independent,SUBHASH DATTARAV JAVLE,3429.0,5.0,3434.0,24,"EVM_votes, postal_votes, total_votes in absolute number",67.0,M
2024,Maharashtra,Parbhani,General,Independent,RAJABHAU SHESHRAO KAKDE,3299.0,3.0,3302.0,26,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
