State,Constituency_No,Constituency,Party,Candidate Name,Gender,Age
Andhra Pradesh,16,Ongole,Telugu Desam,MAGUNTA SREENIVASULU REDDY,M,70
Andhra Pradesh,16,Ongole,Independent,DEVIREDDY BALANJANEYULU,M,41
Andhra Pradesh,16,Ongole,Indian National Congress,EDA SUDHAKARA REDDY,M,50
Andhra Pradesh,16,Ongole,Yuvajana Sramika Rythu Congress Party,DR CHEVIREDDY BHASKAR REDD,M,51
Andhra Pradesh,16,Ongole,Samajwadi Party,PASAM VENKATESWARLU YADAV,M,51
Andhra Pradesh,16,Ongole,Jatiya Jana Sena Party,K PAVAN KALYAN,M,33
Andhra Pradesh,16,Ongole,Liberation Congress Party,KOMMU YOHANU,M,33
Andhra Pradesh,16,Ongole,Pyramid Party of India,SURYA TEJA KOTA,M,33
Andhra Pradesh,16,Ongole,Bahujan Samaj Party,DHARANIKOTA LAKSHMI NARAYANA,M,50
Andhra Pradesh,16,Ongole,Independent,BONTHA RANGA REDDY,M,61
Andhra Pradesh,16,Ongole,Independent,BODDU KRANTHI KUMAR,M,33
Andhra Pradesh,16,Ongole,Independent,AKUMALLA MALLIKARJUNA REDDY,M,35
Andhra Pradesh,16,Ongole,Independent,BUCHI EDUKONDALU,M,41
Andhra Pradesh,17,Nandyal,Liberation Congress Party,CHANDINI REDDY VAKATI,F,28
Andhra Pradesh,17,Nandyal,All India Forward Bloc,YELAMPALLE GOVARDHAN REDDY,M,48
Andhra Pradesh,17,Nandyal,Independent,C SURENDRA NATHA REDDY,M,60
Andhra Pradesh,17,Nandyal,Jai Maha Bharath Party,GOGULA SUGUNAMMA,F,43
Andhra Pradesh,17,Nandyal,Independent,U P MUNI REDDY,M,68
Andhra Pradesh,17,Nandyal,Navarang Congress Party,BHUMA VEERA BHADRA REDDY,M,55
Andhra Pradesh,17,Nandyal,Social Democratic Party Of India,HAFIZ ATAULLAH KHAN,M,53
Andhra Pradesh,17,Nandyal,Independent,BUSHAKU MAHESWARA REDDY,M,50
Andhra Pradesh,17,Nandyal,Samajwadi Party,PANDU RANGA YADAV SIDDAPU,M,44
Andhra Pradesh,17,Nandyal,Indian National Congress,J LAKSHMI NARASIMHA YADAV,M,38
Andhra Pradesh,17,Nandyal,Jaathia Chethi Vruthula Ikya Vedika Party,UPPU SUBBARAYUDU,M,38
Andhra Pradesh,17,Nandyal,Independent,KOMMUSANI PEDDA KAMBAGIRI SWAMY,M,51
Andhra Pradesh,17,Nandyal,Independent,NAGESWARA RAO,M,66
Andhra Pradesh,17,Nandyal,Telugu Desam,DR BYREDDY SHABARI,F,40
Andhra Pradesh,17,Nandyal,Anna YSR Congress Party,GAJULA SHALIMIYA,M,42
Andhra Pradesh,17,Nandyal,Independent,P GURUVAIAH,M,51
Andhra Pradesh,17,Nandyal,Independent,GAGGERA VENKATA RAMANAIAH,M,41
Andhra Pradesh,17,Nandyal,Independent,E ANIL KUMAR,M,37
Andhra Pradesh,17,Nandyal,Independent,BRAHMANANDA REDDY K,M,57
Andhra Pradesh,17,Nandyal,Independent,KUNUKUNTLA RAMUDU,M,43
Andhra Pradesh,17,Nandyal,Yuvajana Sramika Rythu Congress Party,POCHA BRAHMANANDA REDDY,M,66
Andhra Pradesh,17,Nandyal,Independent,I V PAKKIR REDDY,M,75
Andhra Pradesh,17,Nandyal,Independent,B C RAMANADHA AREDDY,M,58
Andhra Pradesh,17,Nandyal,Independent,BELLAMKONDA SREENIVASULU,M,46
Andhra Pradesh,17,Nandyal,Independent,V MADHUSUDHANA REDDY,M,40
Andhra Pradesh,17,Nandyal,Bahujan Samaj Party,A CHINNA MOULALI,M,43
Andhra Pradesh,17,Nandyal,Independent,DUMAVATH SWAMY NAIK,M,52
Andhra Pradesh,17,Nandyal,Neethi Nijayithi Party,KULURU RAMA KRISHNA REDDY,M,57
Andhra Pradesh,17,Nandyal,Independent,VIJAYA BHASKAR REDDYPOGU,M,44
Andhra Pradesh,17,Nandyal,Independent,BALIJA SHIVA KUMAR,M,48
Andhra Pradesh,17,Nandyal,Independent,CH P MALLESWARUDU,M,69
Andhra Pradesh,18,Kurnoolu,Jai Bharat National Party,SUNKARA SREEDHAR,M,38
Andhra Pradesh,18,Kurnoolu,Social Democratic Party Of India,JAHANGIR AHMED,M,37
Andhra Pradesh,18,Kurnoolu,Independent,PAGADALA KODANDA,M,52
Andhra Pradesh,18,Kurnoolu,Telugu Desam,BASTIPATI NAGARAJU PANCHALINGALA,M,45
Andhra Pradesh,18,Kurnoolu,Independent,BOYA SURESH,M,30
Andhra Pradesh,18,Kurnoolu,Independent,DEVARAPOGU MADDILETY,M,50
Andhra Pradesh,18,Kurnoolu,Indian National Congress,P.G.RAMPULLAIAH YADAV LUCKY-2,M,56
Andhra Pradesh,18,Kurnoolu,Independent,PRAKASH REDDY RALAMPADU,M,41
Andhra Pradesh,18,Kurnoolu,Independent,DR. REDDYPOGU PRAVEEN KUMAR,M,42
Andhra Pradesh,18,Kurnoolu,Bahujan Samaj Party,MANCHALA LAKSHMI NARAYANA,M,50
Andhra Pradesh,18,Kurnoolu,Anna YSR Congress Party,ABDUL SATTAR  A.S.R,M,42
Andhra Pradesh,18,Kurnoolu,Bharatha Chaitanya Yuvajana Party,VALMIKI ARJUNA,M,35
Andhra Pradesh,18,Kurnoolu,Yuvajana Sramika Rythu Congress Party,B Y RAMAIAH,M,57
Andhra Pradesh,18,Kurnoolu,Liberation Congress Party,AMRUTH KUMAR SALKAPURAM,M,40
Andhra Pradesh,18,Kurnoolu,All Peoples Party,TARIGOPULA RAJABABU,M,52
Andhra Pradesh,18,Kurnoolu,Independent,URUKUNDU VADDE,M,34
Andhra Pradesh,18,Kurnoolu,Independent,VIJAYA BHASKAR .REDDYPOGU,M,44
Andhra Pradesh,18,Kurnoolu,Socialist Unity Centre Of India (COMMUNIST),MALLEPOGU NAGANNA,M,70
Andhra Pradesh,18,Kurnoolu,Independent,T. BEECHUPALLI,M,31
Andhra Pradesh,19,Ananthapur,Pyramid Party of India,M.SURENDRA,M,38
Andhra Pradesh,19,Ananthapur,Yuvajana Sramika Rythu Congress Party,MALAGUNDLA SANKAR NARAYANA,M,59
Andhra Pradesh,19,Ananthapur,Bahujan Samaj Party,BANASI NARAYANAPPA,M,48
Andhra Pradesh,19,Ananthapur,Jaibhim Rao Bharat Party,RAMAVTH CHINNA RAMAPPA NAIK,M,37
Andhra Pradesh,19,Ananthapur,Challengers Party,DURGA PRASAD D BYATARAYANAJI,M,58
Andhra Pradesh,19,Ananthapur,Independent,VADLA KESAVAIAH,M,68
Andhra Pradesh,19,Ananthapur,Independent,V.MURALI PRASAD REDDY,M,53
Andhra Pradesh,19,Ananthapur,Telugu Desam,AMBICA G LAKSHMINARAYANA VALMIKI,M,60
Andhra Pradesh,19,Ananthapur,Jaathia Chethi Vruthula Ikya Vedika Party,U.C.VENKATASUBBAIAH,M,59
Andhra Pradesh,19,Ananthapur,Indian National Congress,MALLIKARJUNA VAJJALA,M,61
Andhra Pradesh,19,Ananthapur,All India Kisan Janatha party,KURUBA MALLIKARJUNA.S.,M,37
Andhra Pradesh,19,Ananthapur,Independent,B.RAGHAVENDRA PRASAD,M,33
Andhra Pradesh,19,Ananthapur,Independent,KETHIREDDY RAGHUNATHAREDDY,M,48
Andhra Pradesh,19,Ananthapur,Andhra Rastra Praja Samithi,DR.NALLANI RAMESH NAIDU,M,44
Andhra Pradesh,19,Ananthapur,Independent,LOKANATH GOWD SURAGOWINI,M,40
Andhra Pradesh,19,Ananthapur,Samajwadi Party,SHAIK.NIZAM,M,44
Andhra Pradesh,19,Ananthapur,Independent,G.V.RAMANA REDDY,M,59
Andhra Pradesh,19,Ananthapur,Bhartiya Panchyat Party,SRINIVASA RAJU.O,M,35
Andhra Pradesh,19,Ananthapur,Independent,P.CHOWDESWARI,F,38
Andhra Pradesh,19,Ananthapur,Socialist Unity Centre Of India (COMMUNIST),B.NAGAMUTHYALU,M,42
Andhra Pradesh,19,Ananthapur,Independent,SREERANGARAJULA GOPINATH ROYAL,M,33
Andhra Pradesh,20,Hindupur,Independent,PRATHAP REDDY GORLA,M,46
Andhra Pradesh,20,Hindupur,Independent,H D HANUMANTHE GOWD,M,44
Andhra Pradesh,20,Hindupur,Independent,S N SURESH,M,46
Andhra Pradesh,20,Hindupur,Telugu Desam,B K PARTHASARATHI,M,64
Andhra Pradesh,20,Hindupur,Independent,T SUDHAKAR REDDY,M,46
Andhra Pradesh,20,Hindupur,National Nava Kranthi Party,BUDILI DHANUNJAYA,M,36
Andhra Pradesh,20,Hindupur,Indian National Congress,B A SAMAD SHAHEEN,M,60
Andhra Pradesh,20,Hindupur,Bahujan Samaj Party,BHAGYA R S,F,29
Andhra Pradesh,20,Hindupur,Yuvajana Sramika Rythu Congress Party,J SHANTHA,F,51
Andhra Pradesh,20,Hindupur,Independent,DASAGANIPALLI KULLAYAPPA,M,40
Andhra Pradesh,20,Hindupur,Revolutionary Socialist Party,ANJINAPPA GARI SREENIVASULU,M,55
Andhra Pradesh,20,Hindupur,Independent,S RAGHUNATHA REDDY,M,30
Andhra Pradesh,20,Hindupur,Socialist Unity Centre Of India (COMMUNIST),ASHOK,M,32
Andhra Pradesh,21,Kadapa,Jaibhim Rao Bharat Party,PALLE RAMESH,M,40
Andhra Pradesh,21,Kadapa,Bahujan Samaj Party,PANDITI. GURAPPA.,M,53
Andhra Pradesh,21,Kadapa,Independent,KAKARLA SHANMUKHA REDDY,M,34
Andhra Pradesh,21,Kadapa,All India Forward Bloc,ANKIREDDY. SURESH KUMAR REDDY.,M,45
Andhra Pradesh,21,Kadapa,Independent,CHINNAPUREDDY GOPALA KRISHNA REDDY,M,49
Andhra Pradesh,21,Kadapa,Telugu Desam,CHADIPIRALLA BHUPESH SUBBARAMI REDDY,M,37
Andhra Pradesh,21,Kadapa,Jana Sahayaka Sakthi,MALIKIREDDY. HANUMANTHA REDDY,M,44
Andhra Pradesh,21,Kadapa,Rashtriya Praja Congress  (Secular),VENU GOPAL RACHINENI,M,43
Andhra Pradesh,21,Kadapa,Yuvajana Sramika Rythu Congress Party,Y. S. AVINASH REDDY,M,39
Andhra Pradesh,21,Kadapa,Independent,L. KHAJA HUSSAIN,M,42
Andhra Pradesh,21,Kadapa,Indian National Congress,Y.S. SHARMILA REDDY,F,50
Andhra Pradesh,21,Kadapa,Independent,KUNCHAM. VENKATA SUBBA REDDY,M,58
Andhra Pradesh,21,Kadapa,Rayalaseema Rashtra Samithi,KUNCHAM. VENKATA SUBBA REDDY,M,58
Andhra Pradesh,21,Kadapa,Jaathia Chethi Vruthula Ikya Vedika Party,J. V. RAMANA,M,62
Andhra Pradesh,21,Kadapa,Anna YSR Congress Party,CHAN BASHA. S,M,50
Andhra Pradesh,22,Nellore,Revolutionary Socialist Party,VIVEKA MANNEPALLI,M,34
Andhra Pradesh,22,Nellore,Yuvajana Sramika Rythu Congress Party,VENUMBAKA VIJAYASAI REDDY,M,66
Andhra Pradesh,22,Nellore,Jaibhim Rao Bharat Party,TALARI VENKATAIAH,M,72
Andhra Pradesh,22,Nellore,Bharatha Chaitanya Yuvajana Party,NAKKA DINESH,M,37
Andhra Pradesh,22,Nellore,Jai Bharat National Party,GAJULA SOMA SEKHAR,M,28
Andhra Pradesh,22,Nellore,Telugu Desam,PRABHAKAR REDDY VEMIREDDY,M,68
Andhra Pradesh,22,Nellore,Independent,VENUMBAKA SUNANDA REDDY,F,62
Andhra Pradesh,22,Nellore,Radical Party of India (Ambedkarist),PUNGANURU PRASANNA GANAPATHI,M,51
Andhra Pradesh,22,Nellore,Navarang Congress Party,MALLEPALLY RAGHU,M,49
Andhra Pradesh,22,Nellore,Pyramid Party of India,SHAIK MUZIBUR RAHAMAN,M,49
Andhra Pradesh,22,Nellore,Bahujan Samaj Party,BHASKAR NASINA,M,70
Andhra Pradesh,22,Nellore,All India Forward Bloc,SHAIK SHAFI AHMED,M,53
Andhra Pradesh,22,Nellore,Independent,KOPPALA RAGHU,M,38
Andhra Pradesh,22,Nellore,Indian National Congress,KOPPULA RAJU,M,67
Andhra Pradesh,22,Nellore,Republican Party of India (A),SHAIK MAHABOOB BASHA (MABU),M,40
Andhra Pradesh,23,Thirupathi(SC),Independent,C. PUNYAMURTHY,M,50
Andhra Pradesh,23,Thirupathi(SC),Independent,K. JEEVARATHNAM,M,38
Andhra Pradesh,23,Thirupathi(SC),Independent,ALLAM.RAJA,M,61
Andhra Pradesh,23,Thirupathi(SC),Independent,PRASAD PATIBANDLA,M,40
Andhra Pradesh,23,Thirupathi(SC),United Republican Party of India,C. PUNYAMURTHY,M,50
Andhra Pradesh,23,Thirupathi(SC),Yuvajana Sramika Rythu Congress Party,GURUMOORTHY MADDILA,M,38
Andhra Pradesh,23,Thirupathi(SC),Jatiya Jana Sena Party,A. VARAPRASAD,M,51
Andhra Pradesh,23,Thirupathi(SC),Pyramid Party of India,KARRA SIVA,M,34
Andhra Pradesh,23,Thirupathi(SC),Samajwadi Party,VELURU. THEJOVATHI,F,41
Andhra Pradesh,23,Thirupathi(SC),Bahujan Samaj Party,PENUMURU. GURAPPA,M,66
Andhra Pradesh,23,Thirupathi(SC),Bharatiya Janata Party,VARA PRASAD RAO VELAGAPALLI,M,71
Andhra Pradesh,23,Thirupathi(SC),Aihra National Party,SYAMDHAN KURAPATI,M,53
Andhra Pradesh,23,Thirupathi(SC),Independent,Y. MAHESH,M,26
Andhra Pradesh,23,Thirupathi(SC),Independent,VIJAYA KUMAR.G,M,46
Andhra Pradesh,23,Thirupathi(SC),Ambedkar National Congress,B. BHARANI BAS,M,45
Andhra Pradesh,23,Thirupathi(SC),Independent,DASARI. GOWTHAM,M,28
Andhra Pradesh,23,Thirupathi(SC),Republican Party of India (A),ANJAIAH.P,M,59
Andhra Pradesh,23,Thirupathi(SC),Independent,KATTAMANCHI. PRABHAKAR,M,53
Andhra Pradesh,23,Thirupathi(SC),Jai Hindustan Party,A. MADHU,M,31
Andhra Pradesh,23,Thirupathi(SC),Indian Believers Party (IBP),C. DAVID,M,43
Andhra Pradesh,23,Thirupathi(SC),Liberation Congress Party,VIJAY KUMAR G.SRKR,M,61
Andhra Pradesh,23,Thirupathi(SC),Janata Congress,M UMADEVI,F,36
Andhra Pradesh,23,Thirupathi(SC),Independent,V.C. NAVEEN GUPTA,M,46
Andhra Pradesh,23,Thirupathi(SC),Indian National Congress,CHINTA MOHAN,M,69
Andhra Pradesh,24,Rajampet,Independent,CHOUDVARAM SUBBANARASAIAH,M,26
Andhra Pradesh,24,Rajampet,Independent,PULI SREENIVASULU,M,44
Andhra Pradesh,24,Rajampet,Independent,POOLA REDDY SEKHAR,M,71
Andhra Pradesh,24,Rajampet,Indian National Congress,SHAIK BASHEED,M,38
Andhra Pradesh,24,Rajampet,Independent,SREENIVASULU MARRIPATI,M,50
Andhra Pradesh,24,Rajampet,Liberation Congress Party,MAYANA MOHAMMED SALMAN KHAN,M,30
Andhra Pradesh,24,Rajampet,Bharatiya Janata Party,NALLARI KIRAN KUMAR REDDY,M,63
Andhra Pradesh,24,Rajampet,Yuvajana Sramika Rythu Congress Party,P V MIDHUN REDDY,M,48
Andhra Pradesh,24,Rajampet,All India Forward Bloc,PRADEEP PENAMADU,M,40
Andhra Pradesh,24,Rajampet,Independent,NAGARAJU JETTI,M,26
Andhra Pradesh,24,Rajampet,Anna YSR Congress Party,AKBAR M BASHA,M,65
Andhra Pradesh,24,Rajampet,Jaathia Chethi Vruthula Ikya Vedika Party,MADA RAJA,M,35
Andhra Pradesh,24,Rajampet,Bahujan Samaj Party,ABBAVARAM UGENDRA,M,44
Andhra Pradesh,24,Rajampet,Jai Bharat National Party,BATTHALA RAMANAIAH,M,49
Andhra Pradesh,24,Rajampet,Independent,KASTURI OBAIAH NAIDU,M,69
Andhra Pradesh,24,Rajampet,Independent,SANGARAJU NAGESWARA RAJU,M,37
Andhra Pradesh,24,Rajampet,Independent,DODDAPANENI RAJA NAIDU,M,25
Andhra Pradesh,24,Rajampet,Independent,ASADI VENKATADRI,M,62
Andhra Pradesh,25,Chittoor(SC),Independent,D.MAHESH,M,36
Andhra Pradesh,25,Chittoor(SC),Indian National Congress,MOTUKUR JAGAPATHI,M,48
Andhra Pradesh,25,Chittoor(SC),Telugu Desam,DAGGUMALLA PRASADA RAO,M,62
Andhra Pradesh,25,Chittoor(SC),Independent,BANDAPALLI RAMESH,M,37
Andhra Pradesh,25,Chittoor(SC),Independent,YUGANDAR . KONDA,M,36
Andhra Pradesh,25,Chittoor(SC),Independent,N.CHANDRABABU,M,40
Andhra Pradesh,25,Chittoor(SC),Independent,PETA.MOHAN .,M,35
Andhra Pradesh,25,Chittoor(SC),Independent,C.SUDHAKAR,M,48
Andhra Pradesh,25,Chittoor(SC),Independent,N.BHUPATHI,M,33
Andhra Pradesh,25,Chittoor(SC),Independent,A. PURNA CHANDRA,M,37
Andhra Pradesh,25,Chittoor(SC),Samajwadi Party,PALLIPATTU.ABHINAV VISHNU,M,32
Andhra Pradesh,25,Chittoor(SC),Independent,N.GANGAIAH .,M,34
Andhra Pradesh,25,Chittoor(SC),Independent,P.MADHU,M,34
Andhra Pradesh,25,Chittoor(SC),Independent,MADASI SUDHARSHAN,M,32
Andhra Pradesh,25,Chittoor(SC),Independent,T NARESH,M,30
Andhra Pradesh,25,Chittoor(SC),Bahujan Samaj Party,THOGURU VIJAYA KUMAR,M,64
Andhra Pradesh,25,Chittoor(SC),Independent,K.MUNI KRISHNA,M,35
Andhra Pradesh,25,Chittoor(SC),National Maha Sabha Party,P.JANAKI RAMA RAO ( BABU),M,52
Andhra Pradesh,25,Chittoor(SC),Yuvajana Sramika Rythu Congress Party,REDDEPPA.N .,M,73
Arunachal Pradesh,1,Arunachal West,Independent,RUHI TAGUNG,M,53
Arunachal Pradesh,1,Arunachal West,Independent,TANIA JUNE,M,36
Arunachal Pradesh,1,Arunachal West,Independent,BIMPAK SIGA,M,41
Arunachal Pradesh,1,Arunachal West,Gana Suraksha Party,TOKO SHEETAL,F,43
Arunachal Pradesh,1,Arunachal West,Indian National Congress,NABAM TUKI,M,56
Arunachal Pradesh,1,Arunachal West,Bharatiya Janata Party,KIREN RIJIJU,M,53
Arunachal Pradesh,1,Arunachal West,Independent,TECHI RANA,M,28
Arunachal Pradesh,1,Arunachal West,Independent,LEKI NORBU,M,38
Arunachal Pradesh,2,Arunachal East,Independent,TAMAT GAMOH,M,55
Arunachal Pradesh,2,Arunachal East,Arunachal Democratic Party,BANDEY MILI,M,43
Arunachal Pradesh,2,Arunachal East,Independent,SOTAI KRI,M,54
Arunachal Pradesh,2,Arunachal East,Independent,OMAK NITIK,M,30
Arunachal Pradesh,2,Arunachal East,Indian National Congress,BOSIRAM SIRAM,M,57
Arunachal Pradesh,2,Arunachal East,Bharatiya Janata Party,TAPIR GAO,M,59
Assam,1,Kokrajhar,Independent,PANKAJ ISLARY,M,58
Assam,1,Kokrajhar,Gana Suraksha Party,BINITA DEKA,F,38
Assam,1,Kokrajhar,Bodoland Peoples Front,KAMPA BORGOYARI,M,58
Assam,1,Kokrajhar,Independent,TRIPTINA RABHA,F,30
Assam,1,Kokrajhar,"United Peopleâs Party, Liberal",JOYANTA BASUMATARY,M,48
Assam,1,Kokrajhar,All India Trinamool Congress,GAURI SANKAR SARANIA,M,59
Assam,1,Kokrajhar,Independent,PRITHVIRAJ NARAYAN DEV MECH,M,26
Assam,1,Kokrajhar,Independent,AJOY NARZARY,M,53
Assam,1,Kokrajhar,Indian National Congress,GARJAN MASHAHARY,M,49
Assam,1,Kokrajhar,Independent,JYOTISH KUMAR DAS,M,46
Assam,1,Kokrajhar,Independent,RANJAY KR BRAHMA,M,35
Assam,1,Kokrajhar,Voters Party  International,LALIT PEGU,M,42
Assam,2,Dhubri,Independent,BISWAJIT RAY,M,50
Assam,2,Dhubri,Hindu Samaj Party,RADHARANI BISWAS,F,48
Assam,2,Dhubri,Bharatiya Gana Parishad,S. M. JIAUL HAQUE,M,53
Assam,2,Dhubri,Independent,ALAKESH ROY,M,44
Assam,2,Dhubri,Indian National Congress,RAKIBUL HUSSAIN,M,59
Assam,2,Dhubri,Asom Gana Parishad,ZABED ISLAM,M,55
Assam,2,Dhubri,Republican Party of India (Athawale),REJAUL KARIM,M,40
Assam,2,Dhubri,Voters Party  International,TAHIDUR RAHMAN,M,44
Assam,2,Dhubri,All India United Democratic Front,MOHAMMED BADRUDDIN AJMAL,M,68
Assam,2,Dhubri,Asom Jana Morcha,SHUKUR ALI,M,30
Assam,2,Dhubri,Socialist Unity Centre Of India (COMMUNIST),SURAT ZAMAN MONDAL,M,69
Assam,2,Dhubri,Independent,FARUK KHAN,M,47
Assam,2,Dhubri,The National Road Map Party of India,HAFIZ BURHANUDDIN,M,62
Assam,3,Barpeta,Bodoland Peoples Front,SAMEJ UDDIN,M,46
Assam,3,Barpeta,Independent,DEWAN MOHIBUL ISLAM,M,26
Assam,3,Barpeta,Independent,MATIAR RAHMAN,M,40
Assam,3,Barpeta,All India Trinamool Congress,ABUL KALAM AZAD,M,59
Assam,3,Barpeta,Independent,JAGANNATH RAY,M,54
Assam,3,Barpeta,Communist Party of India  (Marxist),MANORANJAN TALUKDAR,M,70
Assam,3,Barpeta,Rashtriya Ulama Council,ABUBAKKAR SIDDIQUE,M,51
Assam,3,Barpeta,Independent,AYNAL HAQUE,M,52
Assam,3,Barpeta,Republican Party of India (Athawale),AMZAD ALI,M,37
Assam,3,Barpeta,Socialist Unity Centre Of India (COMMUNIST),CHITRALEKHA DAS,F,67
Assam,3,Barpeta,Voters Party  International,SHAJAHAN ALI KHAN,M,46
Assam,3,Barpeta,Asom Gana Parishad,PHANI BHUSAN CHOUDHURY,M,72
Assam,3,Barpeta,Indian National Congress,DEEP BAYAN,M,50
Assam,3,Barpeta,Independent,DULU AHMED,M,49
Assam,4,Darrang-Udalguri,Independent,DANIEL MARDI,M,37
Assam,4,Darrang-Udalguri,Rashtriya Ulama Council,ABDUL HAMED,M,28
Assam,4,Darrang-Udalguri,Bharatheeya Jawan Kisan Party,AROON BAROOA,M,67
Assam,4,Darrang-Udalguri,Bharatiya Janata Party,DILIP SAIKIA,M,50
Assam,4,Darrang-Udalguri,Bharatiya Gana Parishad,BIREN BASAK,M,50
Assam,4,Darrang-Udalguri,Gana Suraksha Party,SWARNA DEVI,F,48
Assam,4,Darrang-Udalguri,Indian National Congress,MADHAB RAJBANGSHI,M,67
Assam,4,Darrang-Udalguri,Republican Party of India (Athawale),ABUL KASEM,M,72
Assam,4,Darrang-Udalguri,Socialist Unity Centre Of India (COMMUNIST),JITENDRA CHALIHA,M,54
Assam,4,Darrang-Udalguri,Bodoland Peoples Front,DURGADAS BORO,M,65
Assam,4,Darrang-Udalguri,Voters Party  International,LALIT PEGU,M,42
Assam,5,Guwahati,Bharatiya Janata Party,BIJULI KALITA  MEDHI,F,45
Assam,5,Guwahati,Bahujan Maha Party,SHEJON GOYARY,M,41
Assam,5,Guwahati,Bharatiya Gana Parishad,SAMAD CHOUDHURY,M,63
Assam,5,Guwahati,Independent,KAZI NEKIB  AHMED,M,65
Assam,5,Guwahati,Independent,COLONEL GOKUL CHANDRA SINGHA,M,71
Assam,5,Guwahati,Voters Party  International,DIPAK KR BORO,M,41
Assam,5,Guwahati,Ekam Sanatan Bharat Dal,AMITABH SARMA,M,34
Assam,5,Guwahati,Indian National Congress,MIRA BORTHAKUR GOSWAMI,F,51
Assam,6,Diphu,Autonomous State Demand Committee,JOTSON BEY,M,62
Assam,6,Diphu,Gana Suraksha Party,JOHN BARNARD SANGMA,M,75
Assam,6,Diphu,Bharatiya Janata Party,AMARSING TISSO,M,56
Assam,6,Diphu,Indian National Congress,JOY RAM ENGLENG,M,64
Assam,6,Diphu,Independent,J. I. KATHAR,M,73
Assam,7,Karimganj,Independent,MUZAKKIR HASAN LASKAR,M,33
Assam,7,Karimganj,Independent,ALIM UDDIN MAZUMDER,M,55
Assam,7,Karimganj,Rashtriya Ulama Council,AHAD UDDIN,M,38
Assam,7,Karimganj,Independent,MD. NAZRUL ISLAM LASKAR,M,66
Assam,7,Karimganj,Independent,ROSID AHMED LASKAR,M,57
Assam,7,Karimganj,Independent,JIBESH DEB,M,56
Assam,7,Karimganj,Independent,DEBOJYOTI NATH,M,51
Assam,7,Karimganj,Independent,ABDUL KALAM MAZUMDER,M,39
Assam,7,Karimganj,Bangali Nabanirman Sena,DEBASHISH GHOSH,M,36
Assam,7,Karimganj,Independent,ABDUL BASIT TAPADAR,M,53
Assam,7,Karimganj,Independent,ABDUS  SUBHAN TAPADAR,M,41
Assam,7,Karimganj,Independent,SAHEL AHMED,M,29
Assam,7,Karimganj,Indian National Congress,HAFIZ RASHID AHMED CHOUDHURY,M,71
Assam,7,Karimganj,Independent,RASHID AHMED CHOUDHURY,M,36
Assam,7,Karimganj,Independent,GOPAL CHANDRA PAUL,M,64
Assam,7,Karimganj,Independent,SAFIKUR RAHMAN HAZARI,M,51
Assam,7,Karimganj,Independent,ROKIBUL HUSSAIN CHOUDHURY,M,37
Assam,7,Karimganj,Independent,ABDUL HAMEED,M,59
Assam,7,Karimganj,Independent,ABDUL GOFFAR TALUKDAR,M,43
Assam,7,Karimganj,Bharatiya Janata Party,KRIPANATH MALLAH,M,50
Assam,7,Karimganj,All India United Democratic Front,SAHABUL ISLAM CHOUDHURY,M,55
Assam,7,Karimganj,Independent,BINAY KRISHNA ROY,M,61
Assam,7,Karimganj,Independent,DILIP KUMAR,M,52
Assam,7,Karimganj,Socialist Unity Centre Of India (COMMUNIST),PRAJJWAL SUDIP DEB,M,51
Assam,8,Silchar,Bahujan Maha Party,RAJIB DAS,M,46
Assam,8,Silchar,Independent,ANANTA MOHAN ROY,M,67
Assam,8,Silchar,Indian National Congress,SURYA KANTA SARKAR,M,51
Assam,8,Silchar,Bharatiya Janata Party,PARIMAL SUKLABAIDYA,M,66
Assam,8,Silchar,Bangali Nabanirman Sena,BARINDRA KUMAR DAS,M,54
Assam,8,Silchar,Socialist Unity Centre Of India (COMMUNIST),PROBASH CHANDRA SARKAR,M,51
Assam,8,Silchar,Independent,RAJU DAS,M,48
Assam,8,Silchar,All India Trinamool Congress,RADHESHYAM BISWAS,M,70
Assam,9,Nagaon,Independent,ABU SHAMA,M,42
Assam,9,Nagaon,Independent,NIKHIL DEKARAJA,M,49
Assam,9,Nagaon,Independent,SAMSUL ALAM,M,40
Assam,9,Nagaon,All India United Democratic Front,AMINUL ISLAM,M,52
Assam,9,Nagaon,Bharatiya Gana Parishad,SANTANU MUKHERJEE,M,49
Assam,9,Nagaon,Independent,BIPAD BHANJAN SARKAR,M,58
Assam,9,Nagaon,Rashtriya Ulama Council,RABBUL HAQUE,M,47
Assam,9,Nagaon,Indian National Congress,PRADYUT BORDOLOI,M,64
Assam,9,Nagaon,Bharatiya Janata Party,SURESH BORAH,M,52
Assam,9,Nagaon,Independent,ABU EUSUF MD RAIHAN UDDIN,M,32
Assam,9,Nagaon,Jai Prakash Janata Dal,ANUPAM BARUAH,M,49
Assam,9,Nagaon,Independent,SIKHA SARMA,F,56
Assam,9,Nagaon,Asom Jana Morcha,SAIFUL ISLAM CHOUDHURY,M,57
Assam,10,Kaziranga,Republican Party of India (Athawale),SALEH AHMED MAZUMDAR,M,28
Assam,10,Kaziranga,Voters Party  International,ANIMA DEKA GUPTA,F,53
Assam,10,Kaziranga,Asom Jana Morcha,SALIM AHMED,M,45
Assam,10,Kaziranga,Independent,TRIDIV JYOTI BHUYAN,M,62
Assam,10,Kaziranga,Independent,JYOTISKA RANJAN GOSWAMI,M,44
Assam,10,Kaziranga,Independent,ABDUL HOQUE,M,53
Assam,10,Kaziranga,Independent,DILUWARA BEGUM CHOWDHURY,F,43
