Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,State
Thamarai Selvam. K,IND,0,12th Pass,32,"Rs 10,11,876  ~ 10 Lacs+","Rs 60,000  ~ 60 Thou+",Tamil Nadu
Thambidurai M,AIADMK,2,Doctorate,73,"Rs 25,52,83,854  ~ 25 Crore+","Rs 8,32,15,997  ~ 8 Crore+",Tamil Nadu
Thangaraj. C,IND,0,Graduate Professional,34,,,Tamil Nadu
Thangavel P S N,IND,0,Graduate Professional,52,"Rs 4,87,31,533  ~ 4 Crore+","Rs 47,69,030  ~ 47 Lacs+",Tamil Nadu
Thangavelu R,Makkal Needhi Maiam,0,Graduate,57,"Rs 62,80,106  ~ 62 Lacs+","Rs 2,60,000  ~ 2 Lacs+",Tamil Nadu
"Thiagarajan, P.I.D.",IND,0,10th Pass,73,"Rs 14,53,770  ~ 14 Lacs+",Rs 0  ~,Tamil Nadu
Thirugnanasambandam. D,IND,0,10th Pass,78,"Rs 18,89,700  ~ 18 Lacs+","Rs 6,00,000  ~ 6 Lacs+",Tamil Nadu
Thirumaavalavan Thol,Viduthalai Chiruthaigal Katchi,3,Doctorate,56,,,Tamil Nadu
Thirunavukarasu. S,IND,0,8th Pass,42,"Rs 15,58,009  ~ 15 Lacs+",Rs 0  ~,Tamil Nadu
Thirunavukkarasar. Su,INC,0,Post Graduate,69,"Rs 3,21,82,184  ~ 3 Crore+","Rs 40,208  ~ 40 Thou+",Tamil Nadu
Thirunavukkarasu R,IND,0,Post Graduate,82,"Rs 5,01,60,000  ~ 5 Crore+",Rs 0  ~,Tamil Nadu
U Radhakrishnan,IND,0,5th Pass,62,"Rs 30,22,000  ~ 30 Lacs+","Rs 13,50,000  ~ 13 Lacs+",Tamil Nadu
Udhayakumar P.S,IND,0,5th Pass,48,,,Tamil Nadu
Udhayakumar. A,IND,0,Post Graduate,37,"Rs 15,000  ~ 15 Thou+",Rs 0  ~,Tamil Nadu
Ulaganathan T,IND,0,Graduate Professional,66,"Rs 12,56,099  ~ 12 Lacs+",Rs 0  ~,Tamil Nadu
"Umayorubagam, M.",IND,1,Graduate,67,"Rs 3,33,000  ~ 3 Lacs+",Rs 0  ~,Tamil Nadu
"Uthamaselvan, N.",IND,0,Graduate Professional,47,"Rs 2,51,000  ~ 2 Lacs+",Rs 0  ~,Tamil Nadu
V Krishnan,IND,0,8th Pass,49,,,Tamil Nadu
V Pushpanantham,IND,0,Post Graduate,50,"Rs 3,79,500  ~ 3 Lacs+",Rs 0  ~,Tamil Nadu
V R Geethalakshmi,Pyramid Party of India,0,12th Pass,51,"Rs 6,50,000  ~ 6 Lacs+",Rs 0  ~,Tamil Nadu
V Radhakrishnan,IND,0,Graduate,47,"Rs 5,16,29,805  ~ 5 Crore+",Rs 0  ~,Tamil Nadu
V. Annamalai,Makkal Needhi Maiam,0,Post Graduate,44,"Rs 8,82,67,747  ~ 8 Crore+",Rs 0  ~,Tamil Nadu
V. Jainteen,Naam Tamilar Katchi,0,Graduate Professional,41,,,Tamil Nadu
V. Saravanan,IND,0,Graduate Professional,29,"Rs 3,53,700  ~ 3 Lacs+",Rs 0  ~,Tamil Nadu
V. Sekar,All Pensioners Party,0,10th Pass,60,"Rs 42,70,000  ~ 42 Lacs+",Rs 0  ~,Tamil Nadu
V. Selvaraj,IND,0,Graduate,59,"Rs 29,13,000  ~ 29 Lacs+","Rs 1,00,000  ~ 1 Lacs+",Tamil Nadu
V. Vinayagamoorthy,IND,0,Graduate Professional,47,"Rs 3,00,000  ~ 3 Lacs+",Rs 0  ~,Tamil Nadu
V.D.N. Anandh. B.E,IND,4,Graduate Professional,38,,,Tamil Nadu
V.Gunasekaran,IND,0,8th Pass,65,"Rs 4,29,210  ~ 4 Lacs+",Rs 0  ~,Tamil Nadu
V.Thirunavukkarasu,Makkalatchi Katchi,0,10th Pass,42,"Rs 4,80,924  ~ 4 Lacs+","Rs 2,30,000  ~ 2 Lacs+",Tamil Nadu
Vadivel Ravanan S,Pattali Makkal Katchi,0,Graduate,66,"Rs 19,25,000  ~ 19 Lacs+",Rs 0  ~,Tamil Nadu
Vairavan. P,IND,0,Illiterate,52,"Rs 15,52,120  ~ 15 Lacs+","Rs 3,00,000  ~ 3 Lacs+",Tamil Nadu
Vaithilingam A,Pattali Makkal Katchi,0,Post Graduate,49,,,Tamil Nadu
Vaithiyalingam R,IND,0,8th Pass,54,"Rs 1,82,852  ~ 1 Lacs+",Rs 0  ~,Tamil Nadu
Vaithiyanathan R,IND,0,Post Graduate,39,"Rs 14,43,454  ~ 14 Lacs+",Rs 0  ~,Tamil Nadu
Vaiyathurai A,IND,0,Literate,60,"Rs 2,35,000  ~ 2 Lacs+",Rs 0  ~,Tamil Nadu
Valarmathi K,Akila India Vallalar Peravai,0,Others,46,"Rs 22,80,000  ~ 22 Lacs+",Rs 0  ~,Tamil Nadu
"Vallinayagam, N.",IND,0,Graduate,37,,,Tamil Nadu
Vanidhas. M,IND,0,10th Pass,65,"Rs 6,27,500  ~ 6 Lacs+","Rs 3,00,000  ~ 3 Lacs+",Tamil Nadu
Varadan M,IND,0,Post Graduate,65,"Rs 25,22,000  ~ 25 Lacs+","Rs 8,00,000  ~ 8 Lacs+",Tamil Nadu
Vasanthakumar H,INC,0,Post Graduate,68,"Rs 4,17,49,30,444  ~ 417 Crore+","Rs 1,54,75,11,439  ~ 154 Crore+",Tamil Nadu
Vasanthi S,IND,0,Graduate,52,"Rs 13,50,83,219  ~ 13 Crore+","Rs 5,02,94,342  ~ 5 Crore+",Tamil Nadu
Vedarethinam G,Anti Corruption Dynamic Party,0,12th Pass,50,Nil,,Tamil Nadu
Velmurugan S P,IND,0,10th Pass,55,"Rs 1,15,35,000  ~ 1 Crore+","Rs 33,00,000  ~ 33 Lacs+",Tamil Nadu
Velu R,IND,0,10th Pass,37,"Rs 9,92,000  ~ 9 Lacs+",Rs 0  ~,Tamil Nadu
Velusamy P,DMK,0,Illiterate,52,"Rs 14,80,76,407  ~ 14 Crore+","Rs 3,14,74,526  ~ 3 Crore+",Tamil Nadu
"Velusamy, P",IND,0,12th Pass,47,"Rs 20,25,000  ~ 20 Lacs+",Rs 0  ~,Tamil Nadu
Vembarasan. V,IND,0,10th Pass,46,,,Tamil Nadu
Venkatachalam.C,IND,0,12th Pass,49,"Rs 3,37,180  ~ 3 Lacs+","Rs 79,500  ~ 79 Thou+",Tamil Nadu
Venkatesan M,IND,0,Graduate,50,"Rs 32,30,324  ~ 32 Lacs+","Rs 9,71,000  ~ 9 Lacs+",Tamil Nadu
Venkatesan S,CPI(M),0,12th Pass,49,"Rs 18,11,456  ~ 18 Lacs+",Rs 0  ~,Tamil Nadu
Venkateswaran S,IND,0,12th Pass,30,"Rs 4,64,903  ~ 4 Lacs+","Rs 1,72,000  ~ 1 Lacs+",Tamil Nadu
Vennimalai M,Makkal Needhi Maiam,0,Post Graduate,53,,,Tamil Nadu
Vigneshwaran A,IND,0,Graduate Professional,26,"Rs 12,46,700  ~ 12 Lacs+",Rs 0  ~,Tamil Nadu
Vigneshwaran P,IND,0,Graduate Professional,27,"Rs 50,000  ~ 50 Thou+",Rs 0  ~,Tamil Nadu
Vijaya .R,IND,0,Illiterate,60,"Rs 3,71,570  ~ 3 Lacs+",Rs 0  ~,Tamil Nadu
Vijaya Baskar,Makkal Needhi Maiam,0,Graduate Professional,30,"Rs 26,36,018  ~ 26 Lacs+",Rs 0  ~,Tamil Nadu
Vijayakarthikeyan B,IND,0,Post Graduate,31,,,Tamil Nadu
Vijayakumar. P,IND,0,12th Pass,41,"Rs 13,72,883  ~ 13 Lacs+","Rs 54,000  ~ 54 Thou+",Tamil Nadu
Vijayakumar.T,IND,0,10th Pass,38,"Rs 2,42,100  ~ 2 Lacs+","Rs 6,50,000  ~ 6 Lacs+",Tamil Nadu
Vijayan A,IND,0,Literate,38,"Rs 2,62,000  ~ 2 Lacs+",Rs 0  ~,Tamil Nadu
Vilvanathan. M,IND,1,Post Graduate,44,"Rs 80,00,000  ~ 80 Lacs+","Rs 33,00,000  ~ 33 Lacs+",Tamil Nadu
"Vincent Melbone, J.",IND,0,12th Pass,45,,,Tamil Nadu
Vinoth. V,Naam Tamilar Katchi,1,Post Graduate,33,"Rs 6,06,116  ~ 6 Lacs+","Rs 4,03,605  ~ 4 Lacs+",Tamil Nadu
Vinothkumar N,IND,0,Graduate Professional,37,"Rs 23,10,000  ~ 23 Lacs+",Rs 0  ~,Tamil Nadu
Vinothkumar V,IND,0,10th Pass,33,"Rs 4,17,000  ~ 4 Lacs+",Rs 0  ~,Tamil Nadu
"Vinothkumar, S.",Tamil Nadu Ilangyar Katchi,0,Graduate Professional,27,"Rs 55,169  ~ 55 Thou+","Rs 9,74,442  ~ 9 Lacs+",Tamil Nadu
Vinothraj R,IND,0,12th Pass,31,,,Tamil Nadu
Viruthagiri A,IND,0,10th Pass,72,"Rs 1,54,70,000  ~ 1 Crore+","Rs 3,00,000  ~ 3 Lacs+",Tamil Nadu
Vishnuprasad. M.K,INC,1,Graduate Professional,46,"Rs 23,45,64,815  ~ 23 Crore+","Rs 3,34,09,505  ~ 3 Crore+",Tamil Nadu
Y.R. Pavendhan,Naam Tamilar Katchi,0,Post Graduate,40,"Rs 35,20,000  ~ 35 Lacs+",Rs 0  ~,Tamil Nadu
Amar Debbarma,IND,0,12th Pass,41,"Rs 7,44,404  ~ 7 Lacs+",Rs 0  ~,Telangana
Arun Kumar Bhaumik,SUCI(C),0,Graduate,64,"Rs 54,56,399  ~ 54 Lacs+",Rs 0  ~,Telangana
Bijoy Debbarma,IND,0,Graduate,65,"Rs 47,25,000  ~ 47 Lacs+",Rs 0  ~,Telangana
Brajalal Debnath,IND,0,Graduate Professional,72,"Rs 54,85,000  ~ 54 Lacs+",Rs 0  ~,Telangana
Brishaketu Debbarma,Indigenousn Peoples Front Of Tripura,0,Graduate,42,,,Telangana
Chitta Ranjan Debbarma,IND,0,Post Graduate,58,"Rs 1,53,20,763  ~ 1 Crore+",Rs 0  ~,Telangana
Dipti Halam,IND,0,8th Pass,42,"Rs 10,40,000  ~ 10 Lacs+","Rs 1,00,000  ~ 1 Lacs+",Telangana
Jayki Murasing,Ambedkarite Party of India,0,12th Pass,25,"Rs 10,700  ~ 10 Thou+",Rs 0  ~,Telangana
Jitendra Chaudhury,CPI(M),1,10th Pass,60,"Rs 2,27,51,748  ~ 2 Crore+","Rs 11,20,000  ~ 11 Lacs+",Telangana
Kabrabam Dhirendra Singha,IND,0,Post Graduate,43,,,Telangana
Karnadhan Chakma,Amra Bangalee,0,Graduate,47,"Rs 1,20,590  ~ 1 Lacs+",Rs 0  ~,Telangana
Maharaj Kumari Pragya Debburman,INC,0,Post Graduate,50,"Rs 6,92,44,661  ~ 6 Crore+","Rs 5,76,370  ~ 5 Lacs+",Telangana
Maman Khan,AITC,0,Post Graduate,34,"Rs 49,84,000  ~ 49 Lacs+","Rs 77,412  ~ 77 Thou+",Telangana
Narayan Chandra Dey,IND,0,8th Pass,49,Nil,Rs 0  ~,Telangana
Narendra Chandra Debbarma,Indigenousn Peoples Front Of Tripura,0,Graduate,76,,,Telangana
Prabir Debnath,Amra Bangalee,0,Post Graduate,36,"Rs 1,20,000  ~ 1 Lacs+",Rs 0  ~,Telangana
Pradip Chakraborty,IND,2,10th Pass,52,"Rs 51,22,000  ~ 51 Lacs+",Rs 0  ~,Telangana
Pratima Bhoumik,BJP,0,Graduate,50,"Rs 6,42,398  ~ 6 Lacs+",Rs 0  ~,Telangana
Rebati Tripura,BJP,0,Post Graduate,43,"Rs 19,48,315  ~ 19 Lacs+",Rs 0  ~,Telangana
Sankar Prasad Datta,CPI(M),0,Post Graduate,61,,,Telangana
Subal Bhowmik,INC,1,Graduate Professional,58,"Rs 56,78,249  ~ 56 Lacs+",Rs 0  ~,Telangana
Subal Sarkar,IND,0,10th Pass,60,"Rs 10,452  ~ 10 Thou+",Rs 0  ~,Telangana
Subir Kumar Jamatia,IND,0,8th Pass,57,"Rs 40,00,000  ~ 40 Lacs+",Rs 0  ~,Telangana
Aashin U. S.,Indian Gandhiyan Party,2,12th Pass,32,"Rs 3,26,000  ~ 3 Lacs+",Rs 0  ~,Tripura
Abhimanyu Singh Patel,Pragatishil Samajwadi Party (Lohia),0,Graduate Professional,43,"Rs 68,19,643  ~ 68 Lacs+","Rs 24,672  ~ 24 Thou+",Tripura
Abhimanyu Singh Sunny,Suheldev Bhartiya Samaj Party,0,Post Graduate,28,"Rs 4,46,300  ~ 4 Lacs+",Rs 0  ~,Tripura
Abhishek Chand,Suheldev Bhartiya Samaj Party,0,Post Graduate,30,"Rs 5,45,000  ~ 5 Lacs+",Rs 0  ~,Tripura
Abu Umaima,IND,0,Graduate Professional,32,,,Tripura
Abushad,Akhand Samaj Party,0,Literate,47,"Rs 3,71,500  ~ 3 Lacs+",Rs 0  ~,Tripura
Acharya Pramod Krishnam,INC,0,Post Graduate,56,"Rs 4,97,65,383  ~ 4 Crore+",Rs 0  ~,Tripura
Adesh Tyagi,Bharat Prabhat Party,0,Graduate,49,"Rs 2,46,45,000  ~ 2 Crore+",Rs 0  ~,Tripura
Advocate Prem Nath Sharma,Moulik Adhikar Party,0,Post Graduate,57,"Rs 33,08,426  ~ 33 Lacs+",Rs 0  ~,Tripura
Afajal Varis,Bahujan Mukti Party,1,8th Pass,46,,,Tripura
Aftab Alam,BSP,3,Graduate,37,"Rs 6,32,42,772  ~ 6 Crore+","Rs 1,93,91,778  ~ 1 Crore+",Tripura
Afzaal,Bahujan Maha Party,2,8th Pass,48,"Rs 21,21,000  ~ 21 Lacs+","Rs 50,000  ~ 50 Thou+",Tripura
Afzal Ansari,BSP,5,Post Graduate,65,"Rs 13,79,38,756  ~ 13 Crore+",Rs 0  ~,Tripura
Ajay Kumar,BJP,1,Graduate Professional,60,"Rs 4,52,95,455  ~ 4 Crore+",Rs 0  ~,Tripura
Ajay Kumar,Bhartiya Jan Nayak Party,2,Post Graduate,35,,,Tripura
Ajay Kumar,IND,0,Graduate,50,"Rs 2,23,46,181  ~ 2 Crore+","Rs 19,58,107  ~ 19 Lacs+",Tripura
Ajay Kumar Dixit,IND,0,Graduate,56,"Rs 17,72,410  ~ 17 Lacs+",Rs 0  ~,Tripura
Ajay Kumar Sharma,Moulik Adhikar Party,0,Post Graduate,41,"Rs 23,29,000  ~ 23 Lacs+",Rs 0  ~,Tripura
Ajay Rai,INC,8,Graduate,49,"Rs 1,39,70,015  ~ 1 Crore+",Rs 0  ~,Tripura
Ajay Singh,BSP,0,12th Pass,46,,,Tripura
Ajeet Kumar,BSP,0,Doctorate,51,"Rs 28,18,52,783  ~ 28 Crore+",Rs 0  ~,Tripura
Ajeet Kumar Patel,Pragatisheel Samaj Party,0,12th Pass,31,"Rs 18,81,200  ~ 18 Lacs+",Rs 0  ~,Tripura
Ajimullah,Peace Party,0,Post Graduate,64,"Rs 23,05,000  ~ 23 Lacs+",Rs 0  ~,Tripura
Ajit Pratap Kushawaha,INC,1,Graduate Professional,46,"Rs 1,57,33,302  ~ 1 Crore+","Rs 68,07,639  ~ 68 Lacs+",Tripura
Ajit Singh,RLD,0,Post Graduate,78,,,Tripura
Akash Niraj,IND,0,Post Graduate,29,"Rs 27,17,326  ~ 27 Lacs+",Rs 0  ~,Tripura
Akeel,IND,0,Literate,39,"Rs 24,40,000  ~ 24 Lacs+",Rs 0  ~,Tripura
Akhilesh,SP,4,Graduate,55,"Rs 8,22,63,380  ~ 8 Crore+",Rs 0  ~,Tripura
Akhilesh,IND,0,Graduate,55,"Rs 1,29,07,306  ~ 1 Crore+",Rs 0  ~,Tripura
Akhilesh,NCP,0,Doctorate,51,,,Tripura
Akhilesh,IND,0,12th Pass,43,"Rs 85,000  ~ 85 Thou+",Rs 0  ~,Tripura
Akhilesh Kumar,Moulik Adhikar Party,0,Graduate,46,"Rs 43,01,046  ~ 43 Lacs+","Rs 7,09,201  ~ 7 Lacs+",Tripura
Akhilesh Yadav,SP,0,Graduate Professional,45,"Rs 37,78,59,166  ~ 37 Crore+","Rs 28,53,000  ~ 28 Lacs+",Tripura
Akhtar,IND,0,Literate,48,"Rs 33,00,000  ~ 33 Lacs+","Rs 1,50,000  ~ 1 Lacs+",Tripura
Akshash Krishna,Pichhra Samaj Party,0,Graduate,30,,,Tripura
Akshay Pratap Singh Alias Gopal Ji,Jansatta Dal Loktantrik,4,8th Pass,51,"Rs 15,61,38,084  ~ 15 Crore+","Rs 4,62,18,245  ~ 4 Crore+",Tripura
Akshay Yadav,SP,0,Graduate Professional,32,"Rs 32,11,57,801  ~ 32 Crore+","Rs 5,03,58,593  ~ 5 Crore+",Tripura
Akshayabar Lal,BJP,0,10th Pass,73,"Rs 4,56,91,463  ~ 4 Crore+","Rs 30,28,133  ~ 30 Lacs+",Tripura
Alok Kumar,Sabhi Jan Party,5,Post Graduate,38,"Rs 4,02,178  ~ 4 Lacs+",Rs 0  ~,Tripura
Amar Bahadur,IND,0,5th Pass,54,,,Tripura
Amar Chandra Jauhar,BSP,5,Post Graduate,48,"Rs 1,57,55,445  ~ 1 Crore+","Rs 12,00,128  ~ 12 Lacs+",Tripura
Amar Singh Mahaur,Swatantra Jantaraj Party,0,Graduate Professional,52,"Rs 20,44,500  ~ 20 Lacs+","Rs 4,74,336  ~ 4 Lacs+",Tripura
Amarjeet,IND,0,12th Pass,51,"Rs 15,60,000  ~ 15 Lacs+",Rs 0  ~,Tripura
Ambedkari Hasnuram Ambedkari,IND,1,Literate,64,"Rs 1,200  ~ 1 Thou+","Rs 85,000  ~ 85 Thou+",Tripura
Amichand,Rashtriya Samanta Dal,0,8th Pass,69,,,Tripura
Amiruddin,Apna Dal United Party,0,Graduate,42,"Rs 67,70,000  ~ 67 Lacs+",Rs 0  ~,Tripura
Amit Sharma,IND,0,10th Pass,37,"Rs 47,75,000  ~ 47 Lacs+","Rs 3,41,233  ~ 3 Lacs+",Tripura
Amit Tripathi,Adhunik Bharat Party,0,Graduate,33,"Rs 59,61,861  ~ 59 Lacs+","Rs 36,50,000  ~ 36 Lacs+",Tripura
Amresh Mishra,Bharat Prabhat Party,0,Post Graduate,53,"Rs 23,64,065  ~ 23 Lacs+",Rs 0  ~,Tripura
Anand Kumar Gautam,Bahujan Mukti Party,0,Graduate,29,,,Tripura
Anand Prakash Singh Rajput,Rashtriya Backward Party,0,Post Graduate,54,"Rs 77,23,000  ~ 77 Lacs+",Rs 0  ~,Tripura
Anand Sen,SP,8,12th Pass,55,"Rs 4,39,20,899  ~ 4 Crore+","Rs 15,60,431  ~ 15 Lacs+",Tripura
Anand Vikram Singh,SHS,9,Graduate,32,"Rs 28,56,631  ~ 28 Lacs+",Rs 0  ~,Tripura
Aneel Kumar,IND,0,Post Graduate,40,"Rs 26,48,000  ~ 26 Lacs+","Rs 25,00,000  ~ 25 Lacs+",Tripura
Anil,Hum Sabki Party,0,10th Pass,43,,,Tripura
Anil Kumar,Bahujan Awam Party,0,Post Graduate,48,"Rs 17,67,409  ~ 17 Lacs+",Rs 0  ~,Tripura
Anil Kumar Chaurasiya,Janhit Kisan Party,0,Graduate,37,"Rs 75,82,111  ~ 75 Lacs+","Rs 11,72,000  ~ 11 Lacs+",Tripura
Anil Kumar Kushwaha,IND,0,Graduate,37,"Rs 46,93,000  ~ 46 Lacs+",Rs 0  ~,Tripura
Anil Singh,Aam Janta Party (India),0,Literate,30,"Rs 37,62,806  ~ 37 Lacs+",Rs 0  ~,Tripura
Anil Singh,Rashtriya Ulama Council,0,12th Pass,41,,,Tripura
Anita,JD(U),0,Graduate,38,"Rs 6,30,000  ~ 6 Lacs+",Rs 0  ~,Tripura
Anita Tripathi,SHS,0,12th Pass,58,"Rs 1,05,59,842  ~ 1 Crore+","Rs 50,00,000  ~ 50 Lacs+",Tripura
Ankit,IND,0,Graduate,29,"Rs 8,52,976  ~ 8 Lacs+",Rs 0  ~,Tripura
Ankit Singh,IND,2,12th Pass,29,"Rs 3,75,439  ~ 3 Lacs+",Rs 0  ~,Tripura
Annu Tandon,INC,1,Graduate,61,,,Tripura
Anshu Chaitanya Maharaj,Hindusthan Nirman Dal,0,12th Pass,31,"Rs 81,47,499  ~ 81 Lacs+",Rs 0  ~,Tripura
Anuj Kumar,Subhashwadi Bhartiya Samajwadi Party (Subhas,0,Post Graduate,34,"Rs 94,000  ~ 94 Thou+",Rs 0  ~,Tripura
Anuj Kumar,Bhartiya Lokmat Rashtrwadi Party,0,Post Graduate,28,"Rs 16,96,772  ~ 16 Lacs+",Rs 0  ~,Tripura
Anupriya Singh Patel,Apna Dal (Soneylal),2,Post Graduate,37,"Rs 2,69,00,662  ~ 2 Crore+","Rs 18,05,603  ~ 18 Lacs+",Tripura
Anurag Sharma,BJP,0,Post Graduate,54,,,Tripura
Archana Mishra,Satya Bahumat Party,0,Post Graduate,33,"Rs 1,19,81,000  ~ 1 Crore+","Rs 21,20,000  ~ 21 Lacs+",Tripura
Arjun,IND,0,8th Pass,51,"Rs 1,48,940  ~ 1 Lacs+",Rs 0  ~,Tripura
Arjun Pandey,Atulya Bharat Party,0,Post Graduate,66,"Rs 2,55,000  ~ 2 Lacs+","Rs 38,000  ~ 38 Thou+",Tripura
Arjun Singh Lodhi,Bahujan Mukti Party,0,Post Graduate,50,"Rs 52,36,000  ~ 52 Lacs+",Rs 0  ~,Tripura
Arpit,IND,0,Graduate,35,,,Tripura
Arshad Iliyas Siddiqui,BSP,7,10th Pass,63,"Rs 52,49,86,176  ~ 52 Crore+","Rs 17,66,77,024  ~ 17 Crore+",Tripura
Arshad Warsi,Minorities Democratic Party,3,Literate,37,"Rs 17,35,000  ~ 17 Lacs+",Rs 0  ~,Tripura
Arti Agrawal,SHS,0,Graduate,39,"Rs 2,69,53,422  ~ 2 Crore+","Rs 9,22,000  ~ 9 Lacs+",Tripura
Arti Devi,Mahasankalp Janta Party,0,12th Pass,29,"Rs 31,80,000  ~ 31 Lacs+","Rs 6,50,000  ~ 6 Lacs+",Tripura
Arti Sharma,IND,0,12th Pass,36,,,Tripura
Arun Kumar,IND,0,12th Pass,33,"Rs 3,52,000  ~ 3 Lacs+",Rs 0  ~,Tripura
Arun Kumar,IND,0,10th Pass,30,"Rs 2,08,562  ~ 2 Lacs+",Rs 0  ~,Tripura
Arun Kumar Sagar,BJP,1,12th Pass,42,"Rs 4,34,48,049  ~ 4 Crore+","Rs 11,79,697  ~ 11 Lacs+",Tripura
Arun Kumari Kori,Pragatishil Samajwadi Party (Lohia),0,Post Graduate,46,"Rs 3,82,45,559  ~ 3 Crore+","Rs 28,00,000  ~ 28 Lacs+",Tripura
Arun Shanker Shukla,SP,2,10th Pass,61,,,Tripura
Arvind,Bhartiya Jan Nayak Party,1,12th Pass,60,"Rs 5,04,000  ~ 5 Lacs+",Rs 0  ~,Tripura
Arvind Kumar,IND,0,Graduate,28,"Rs 45,000  ~ 45 Thou+",Rs 0  ~,Tripura
Arvind Kumar Pandey,Nagrik Ekta Party,0,Post Graduate,41,"Rs 66,81,669  ~ 66 Lacs+","Rs 10,32,950  ~ 10 Lacs+",Tripura
Arvind Yadav,CPI(ML) Red Star,0,Graduate,46,"Rs 30,77,500  ~ 30 Lacs+",Rs 0  ~,Tripura
Asha Devi,Lok Dal,0,8th Pass,33,,,Tripura
Asha Devi,Lok Dal,0,12th Pass,25,"Rs 67,265  ~ 67 Thou+",Rs 0  ~,Tripura
Ashish Kumar Tripathi,Pragatishil Samajwadi Party (Lohia),0,12th Pass,27,"Rs 29,72,000  ~ 29 Lacs+",Rs 0  ~,Tripura
Ashok,IND,0,12th Pass,48,"Rs 1,10,30,000  ~ 1 Crore+","Rs 18,57,000  ~ 18 Lacs+",Tripura
Ashok Kumar,Janhit Bharat Party,0,12th Pass,56,"Rs 32,73,573  ~ 32 Lacs+",Rs 0  ~,Tripura
Ashok Kumar,BJP,0,Post Graduate,52,,,Tripura
Ashok Kumar,IND,2,Graduate,55,"Rs 1,27,20,000  ~ 1 Crore+",Rs 0  ~,Tripura
Ashok Kumar,IND,0,Graduate,51,"Rs 10,92,83,237  ~ 10 Crore+",Rs 0  ~,Tripura
Ashok Kumar Adhana,IND,0,10th Pass,37,"Rs 44,00,000  ~ 44 Lacs+","Rs 42,735  ~ 42 Thou+",Tripura
Ashok Kumar Dohare,INC,0,Graduate,45,"Rs 2,43,98,780  ~ 2 Crore+","Rs 19,00,000  ~ 19 Lacs+",Tripura
Ashok Kumar Kanaujiya,CPI,0,Graduate Professional,55,,,Tripura
Turab Ali,IND,0,Literate,48,"Rs 9,17,200  ~ 9 Lacs+",Rs 0  ~,Tripura
Uday Pal Singh,Pragatishil Samajwadi Party (Lohia),10,Graduate,42,"Rs 1,21,75,857  ~ 1 Crore+","Rs 3,20,000  ~ 3 Lacs+",Tripura
Uday Prakash,Janta Raj Party,0,Post Graduate,42,"Rs 50,000  ~ 50 Thou+",Rs 0  ~,Tripura
Ugrasen Singh,IND,0,12th Pass,45,"Rs 42,62,224  ~ 42 Lacs+",Rs 0  ~,Tripura
Umar Khan,Nagrik Ekta Party,0,Post Graduate,29,,,Tripura
Umesh Chandra Katiyar,Al-Hind Party,0,Graduate,49,"Rs 13,000  ~ 13 Thou+",Rs 0  ~,Tripura
Umesh Kumar,Rashtriya Jan Adhikar Party,0,Literate,34,"Rs 29,80,000  ~ 29 Lacs+",Rs 0  ~,Tripura
Umesh Singh,Bhartiya Shakti Chetna Party,0,10th Pass,38,"Rs 13,55,000  ~ 13 Lacs+",Rs 0  ~,Tripura
Upendra Singh Rajput,Bharatiya Kisan Parivartan Party,0,Graduate Professional,Unknown,"Rs 20,06,000  ~ 20 Lacs+",Rs 0  ~,Tripura
Upendra Singh Rawat,BJP,1,Post Graduate,51,,,Tripura
Urvashi Singh,IND,0,Graduate Professional,34,"Rs 15,22,700  ~ 15 Lacs+",Rs 0  ~,Tripura
Usha Agarwal,IND,0,Post Graduate,64,"Rs 58,57,000  ~ 58 Lacs+",Rs 0  ~,Tripura
Usha Verma,SP,0,Post Graduate,55,"Rs 4,24,03,277  ~ 4 Crore+","Rs 10,60,839  ~ 10 Lacs+",Tripura
Usman,Peace Party,0,Literate,58,"Rs 16,60,000  ~ 16 Lacs+","Rs 80,000  ~ 80 Thou+",Tripura
Uttar Kumar Jindal,Bhartiya Naujawan Inklav Party,0,Graduate,66,,,Tripura
Varun Gandhi,IND,0,Graduate,35,"Rs 37,11,815  ~ 37 Lacs+",Rs 0  ~,Tripura
Ved Prakash,Nationalist Janshakti Party,0,Post Graduate,43,"Rs 10,90,000  ~ 10 Lacs+",Rs 0  ~,Tripura
Vidya Prakash Kureel,IND,0,Graduate,63,"Rs 50,35,000  ~ 50 Lacs+",Rs 0  ~,Tripura
Vidya Shanker Pandey,IND,0,Post Graduate,65,"Rs 5,31,17,000  ~ 5 Crore+",Rs 0  ~,Tripura
Vijay Bahadur Singh,IND,0,12th Pass,64,,,Tripura
Vijay Kumar Dubey,BJP,2,12th Pass,50,"Rs 2,18,60,780  ~ 2 Crore+","Rs 3,16,847  ~ 3 Lacs+",Tripura
Vijay Kumar Mishra,Pragatishil Samajwadi Party (Lohia),3,8th Pass,52,"Rs 1,77,39,60,000  ~ 177 Crore+","Rs 10,00,00,000  ~ 10 Crore+",Tripura
Vijay Kumar Singh,BJP,2,Doctorate,67,"Rs 5,65,45,702  ~ 5 Crore+",Rs 0  ~,Tripura
Vijay Shankar Pandey,Lok Gathbandhan Party,0,Post Graduate,62,"Rs 1,55,09,419  ~ 1 Crore+","Rs 24,00,000  ~ 24 Lacs+",Tripura
Vijay Singh Baghel,Rashtriya Shoshit Samaj Party,0,12th Pass,67,,,Tripura
