Candidate Name,Party,Age,Gender,State,Constituency,Constituency_No
MOHAMMAD IMRAN,Rashtriya Jansambhavna Party,39,M,Madhya Pradesh,KHAJURAHO,8
NANDKISHOR,Peoples Party of India (Democratic),45,M,Madhya Pradesh,KHAJURAHO,8
BITIAYA AHIRWAR,Independent,54,M,Madhya Pradesh,KHAJURAHO,8
KESHKALI,Rashtriya Jansanchar Dal,38,F,Madhya Pradesh,KHAJURAHO,8
FIROJKHAN,Independent,52,M,Madhya Pradesh,KHAJURAHO,8
VISHNU DATT SHARMA (V.D.SHARMA),Bharatiya Janata Party,54,M,Madhya Pradesh,KHAJURAHO,8
PENTER SUNMAN SINGH LODHI,Independent,37,M,Madhya Pradesh,KHAJURAHO,8
PANKAJ MAURYA (KUSHWAHA),Gondvana Gantantra Party,35,M,Madhya Pradesh,KHAJURAHO,8
R. B. PRAJAPATI (RAJA BHAIYA) EX.I.A.S.,All India Forward Bloc,64,M,Madhya Pradesh,KHAJURAHO,8
KAPIL GUPTA BHARTIYA,Akhil Bhartiya Parivar Party,37,M,Madhya Pradesh,KHAJURAHO,8
PANNA LAL TRIPATHI AD.,Indian Peoples Adhikar Party,53,M,Madhya Pradesh,KHAJURAHO,8
GIRAN SINGH,Bhartiya Shakti Chetna Party,56,M,Madhya Pradesh,KHAJURAHO,8
KAMLESH KUMAR,Bahujan Samaj Party,50,M,Madhya Pradesh,KHAJURAHO,8
LAXMI PRASAD,Independent,66,M,Madhya Pradesh,KHAJURAHO,8
RAHUL DAHIYA,Independent,27,M,Madhya Pradesh,SATNA,9
"SAFI ULLA ""DBBU BHAI""",Independent,54,M,Madhya Pradesh,SATNA,9
KALIM AHMAD BACHCHA,Independent,69,M,Madhya Pradesh,SATNA,9
DURGESH KUMAR VISHWAKARMA,Independent,34,M,Madhya Pradesh,SATNA,9
CHHEDI LAL PRAJAPATI (PANDA  BABA),Independent,58,M,Madhya Pradesh,SATNA,9
SUKHLAL VERMA RATNESH,Independent,65,M,Madhya Pradesh,SATNA,9
CHANDRABHAN KOL,Independent,39,M,Madhya Pradesh,SATNA,9
NARAYAN TRIPATHI,Bahujan Samaj Party,63,M,Madhya Pradesh,SATNA,9
AZEEZ AHMED QURAISHY,Manviya Bharat Party,70,M,Madhya Pradesh,SATNA,9
DABBU SIDDHARTH SUKHLAL KUSHWAHA,Indian National Congress,39,M,Madhya Pradesh,SATNA,9
NANKU YADAV,Akhil Bharatiya Hind Kranti Party,53,M,Madhya Pradesh,SATNA,9
HARI SHANKAR TIWARI (LOHA WALA),Bharatiya Jan Morcha Party,45,M,Madhya Pradesh,SATNA,9
RISHABH SINGH,Independent,28,M,Madhya Pradesh,SATNA,9
ADV. ASHOK SAKET,Bahujan Dravida Party,37,M,Madhya Pradesh,SATNA,9
GANESH SINGH,Bharatiya Janata Party,61,M,Madhya Pradesh,SATNA,9
ASHOK KUMAR GUPTA,Bhartiya Shakti Chetna Party,45,M,Madhya Pradesh,SATNA,9
RANJANA MISHRA,Nyaydharmsabha,50,F,Madhya Pradesh,SATNA,9
ASHOK BAUDH,Independent,46,M,Madhya Pradesh,SATNA,9
MASTER JI AJIT KUMAR JAYSWAL,Peoples Party of India (Democratic),71,M,Madhya Pradesh,SATNA,9
ADV. ABHISHEK MASTER BUDDHSEN PATEL,Bahujan Samaj Party,35,M,Madhya Pradesh,REWA,10
NEELAM ABHAY MISHRA,Indian National Congress,51,F,Madhya Pradesh,REWA,10
PRASSAN JEET SINGH,Independent,35,M,Madhya Pradesh,REWA,10
RANJAN GUPTA,Rashtravadi Bharat Party,47,M,Madhya Pradesh,REWA,10
ARUNENDRA NARAYAN PANDEY,Independent,32,M,Madhya Pradesh,REWA,10
JANARDAN MISHRA,Bharatiya Janata Party,67,M,Madhya Pradesh,REWA,10
DAYASHANKAR PANDEY,Independent,29,M,Madhya Pradesh,REWA,10
VIPIN SINGH PATEL,Rashtriya Hind Ekta Dal,34,M,Madhya Pradesh,REWA,10
ROSHAN LAL KOL,Independent,55,M,Madhya Pradesh,REWA,10
JANARDAN MISHRA,Independent,51,M,Madhya Pradesh,REWA,10
ER. RAM KUMAR SONI,Independent,38,M,Madhya Pradesh,REWA,10
ER. DEVENDRA SINGH,Sapaks Party,62,M,Madhya Pradesh,REWA,10
ARUN TIWARI 'MINTU',Independent,34,M,Madhya Pradesh,REWA,10
RAM GOPAL SINGH,Peoples Party of India (Democratic),62,M,Madhya Pradesh,REWA,10
DADDI YADAV,Independent,69,M,Madhya Pradesh,SIDHI,11
MAHENDRA BHAIYA,Independent,57,M,Madhya Pradesh,SIDHI,11
SMT. TARA DEVI SINGH,Rashtriya Jansanchar Dal,64,F,Madhya Pradesh,SIDHI,11
RAMSAHAY SAHU,Aapka Gantantra Party,54,M,Madhya Pradesh,SIDHI,11
AJAY PRATAP SINGH,Gondvana Gantantra Party,56,M,Madhya Pradesh,SIDHI,11
BHAGWAN PRASAD TIWARI,Independent,84,M,Madhya Pradesh,SIDHI,11
KAILASH PRASAD VERMA,Independent,44,M,Madhya Pradesh,SIDHI,11
SHYAMLAL VAISH,Bhartiya Shakti Chetna Party,52,M,Madhya Pradesh,SIDHI,11
RAMVISHAL KOL,Rashtriya Samaj Paksha,66,M,Madhya Pradesh,SIDHI,11
DASHRATH PRASAD BAIS,Independent,58,M,Madhya Pradesh,SIDHI,11
"NARAYAN DAS SHAH ""MULNIWASI""",Peoples Party of India (Democratic),31,M,Madhya Pradesh,SIDHI,11
LAXMAN SINGH BAIS,Independent,34,M,Madhya Pradesh,SIDHI,11
PUJAN RAM SAKET (BABBU),Bahujan Samaj Party,30,M,Madhya Pradesh,SIDHI,11
SUNIL TIWARI,Independent,38,M,Madhya Pradesh,SIDHI,11
KAMLESHWAR INDRAJIT KUMAR,Indian National Congress,49,M,Madhya Pradesh,SIDHI,11
SANJAY NAMDEO,Communist Party of India,44,M,Madhya Pradesh,SIDHI,11
DR. RAJESH MISHRA,Bharatiya Janata Party,66,M,Madhya Pradesh,SIDHI,11
GUNJAN SINGH,Independent,39,M,Madhya Pradesh,SHAHDOL,12
DHANI RAM KOL,Bahujan Samaj Party,45,M,Madhya Pradesh,SHAHDOL,12
SMT. HIMADRI SINGH,Bharatiya Janata Party,37,F,Madhya Pradesh,SHAHDOL,12
KESHKALI BAIGA,Independent,34,F,Madhya Pradesh,SHAHDOL,12
DR. DURGA WATI BHARIA,Chhattisgarh Vikas Ganga Rashtriya Party,30,F,Madhya Pradesh,SHAHDOL,12
PHUNDE LAL SINGH MARKO,Indian National Congress,57,M,Madhya Pradesh,SHAHDOL,12
ANIL SINGH DHURVEY,Gondvana Gantantra Party,39,M,Madhya Pradesh,SHAHDOL,12
SAMAR SHAH SINGH GOND,Communist Party of India,39,M,Madhya Pradesh,SHAHDOL,12
AMRIT LAL SINGH UIKEY,Peoples Party of India (Democratic),27,M,Madhya Pradesh,SHAHDOL,12
RAVIKARAN SINGH DHURVE,Bhartiya Shakti Chetna Party,33,M,Madhya Pradesh,SHAHDOL,12
RAMKUMAR PASI,Bahujan Awam Party,62,M,Madhya Pradesh,JABALPUR,13
ASHOK RANA,Rashtra Nirman Party,67,M,Madhya Pradesh,JABALPUR,13
"ER. PRAVIN GAJBHIYE ""DADA""",Independent,55,M,Madhya Pradesh,JABALPUR,13
GULAB SINGH,Independent,46,M,Madhya Pradesh,JABALPUR,13
DINESH YADAV,Independent,31,M,Madhya Pradesh,JABALPUR,13
COMRADE SACHIN JAIN,Socialist Unity Centre Of India (COMMUNIST),44,M,Madhya Pradesh,JABALPUR,13
DINESH YADAV,Indian National Congress,59,M,Madhya Pradesh,JABALPUR,13
MAHAVEER JAIN,Independent,26,M,Madhya Pradesh,JABALPUR,13
SANTOSH KUMAR KUSHWAHA,Independent,54,M,Madhya Pradesh,JABALPUR,13
POORNESH KUMAR JAIN,Independent,32,M,Madhya Pradesh,JABALPUR,13
ASHISH DUBEY,Bharatiya Janata Party,54,M,Madhya Pradesh,JABALPUR,13
DASAI RAM KOL,Aadim Samaj Party,61,M,Madhya Pradesh,JABALPUR,13
JAGDISH SINGH LODHI,Bhartiya Shakti Chetna Party,32,M,Madhya Pradesh,JABALPUR,13
RAKESH CHOUDHARY,Bahujan Samaj Party,54,M,Madhya Pradesh,JABALPUR,13
SWATANATRA SAMAJ SEVI VINAY CHAKRAVARTI,Independent,28,M,Madhya Pradesh,JABALPUR,13
ADVOCATE UDAY KUMAR SAHU,Gondvana Gantantra Party,53,M,Madhya Pradesh,JABALPUR,13
DR. DHAI AKSHAR,Independent,55,M,Madhya Pradesh,JABALPUR,13
FOJI VIJAY HALDKAR (EX-ARMY),Independent,42,M,Madhya Pradesh,JABALPUR,13
LAL SINGH,Rashtriya Samaj Dal (R),48,M,Madhya Pradesh,JABALPUR,13
CHARAN SINGH DHURWEY,Bharat Adivasi Party,47,M,Madhya Pradesh,MANDLA,14
KALIYA BAI KAKODIA,Independent,50,F,Madhya Pradesh,MANDLA,14
CHANDRA SINGH KUSHRAM,Bhartiya Shakti Chetna Party,44,M,Madhya Pradesh,MANDLA,14
SITAR MARKAM,Independent,39,M,Madhya Pradesh,MANDLA,14
MAHESH KUMAR WATTEE,Gondvana Gantantra Party,55,M,Madhya Pradesh,MANDLA,14
ASHOK SARAIYA,Independent,44,M,Madhya Pradesh,MANDLA,14
DR. BHAW SINGH TEKAM,Independent,67,M,Madhya Pradesh,MANDLA,14
RAMKUMAR INWATI [ADVOCATE],Smart Indians Party,50,M,Madhya Pradesh,MANDLA,14
FAGGAN SINGH KULASTE,Bharatiya Janata Party,64,M,Madhya Pradesh,MANDLA,14
OMKAR SINGH MARKAM,Indian National Congress,46,M,Madhya Pradesh,MANDLA,14
RAKESH SINGH THAKUR,Independent,27,M,Madhya Pradesh,MANDLA,14
GHUR SINGH SALLAM,Independent,68,M,Madhya Pradesh,MANDLA,14
ADVOCATE-DEV SINGH KUMRE,Independent,40,M,Madhya Pradesh,MANDLA,14
INDAR SINGH UIKEY,Bahujan Samaj Party,57,M,Madhya Pradesh,MANDLA,14
RAJKUMAR NAGESHWER,Independent,49,M,Madhya Pradesh,BALAGHAT,15
DHANENDRA DEV PAWAR BANWARI SETH,Independent,33,M,Madhya Pradesh,BALAGHAT,15
BHARTI PARDHI,Bharatiya Janata Party,56,F,Madhya Pradesh,BALAGHAT,15
KANKAR MUNJARE,Bahujan Samaj Party,72,M,Madhya Pradesh,BALAGHAT,15
SAMRAT ASHOK SINGH SARASWAR,Indian National Congress,49,M,Madhya Pradesh,BALAGHAT,15
MAHADEV NAGDEVE,Independent,52,M,Madhya Pradesh,BALAGHAT,15
BHUVAN SINGH KORAM,Independent,54,M,Madhya Pradesh,BALAGHAT,15
MOHAN RAUT,Rashtravadi Bharat Party,53,M,Madhya Pradesh,BALAGHAT,15
NANDLAL UIKEY,Gondvana Gantantra Party,55,M,Madhya Pradesh,BALAGHAT,15
DILEEP CHHABDA,Independent,50,M,Madhya Pradesh,BALAGHAT,15
D.L. MANESHWAR,Peoples Party of India (Democratic),70,M,Madhya Pradesh,BALAGHAT,15
PRIYANKA SANJAY BHANDARKAR,Bhartiya Shakti Chetna Party,36,F,Madhya Pradesh,BALAGHAT,15
ADVOCATE SATYAPRAKASH SHULKE (LODHI),Madhya Pradesh Jan Vikas Party,45,M,Madhya Pradesh,BALAGHAT,15
AJAY BARKADE,Independent,30,M,Madhya Pradesh,CHHINDWARA,16
SIRAJ SHEKH,Independent,52,M,Madhya Pradesh,CHHINDWARA,16
PAWANSHAH SARYAM,Independent,25,M,Madhya Pradesh,CHHINDWARA,16
MOHD. PARVEZ QURESHI,Independent,43,M,Madhya Pradesh,CHHINDWARA,16
BUNTY VIVEK SAHU,Bharatiya Janata Party,45,M,Madhya Pradesh,CHHINDWARA,16
""" PRAKASH ALIAS BANTY "" PARTETI",Rashtra Samarpan Party,36,M,Madhya Pradesh,CHHINDWARA,16
KAPIL SONI,Rashtriya Gondvana Party,36,M,Madhya Pradesh,CHHINDWARA,16
RAJENDRA DONGRE,Independent,43,M,Madhya Pradesh,CHHINDWARA,16
GOVIND BHALAVI,Independent,33,M,Madhya Pradesh,CHHINDWARA,16
FOGAL BANSOD,Republican Party of India (A),72,M,Madhya Pradesh,CHHINDWARA,16
KUSHWAHA RAJESH TANTRIK,Ahinsa Samaj Party,53,M,Madhya Pradesh,CHHINDWARA,16
UMAKANT BANDEWAR,Bahujan Samaj Party,50,M,Madhya Pradesh,CHHINDWARA,16
DEVIRAM URF DEV RAVEN BHALAVI,Gondvana Gantantra Party,27,M,Madhya Pradesh,CHHINDWARA,16
SUBHASH SHUKLA,Independent,55,M,Madhya Pradesh,CHHINDWARA,16
NAKUL KAMALNATH,Indian National Congress,49,M,Madhya Pradesh,CHHINDWARA,16
YUVRAJ GAVADE,Independent,57,M,Madhya Pradesh,HOSHANGABAD,17
PANDIT BRAJESH KHEMARIYA,Independent,41,M,Madhya Pradesh,HOSHANGABAD,17
PATRAKAR TILAK JATAV,Independent,42,M,Madhya Pradesh,HOSHANGABAD,17
MUKESH YADAV,Independent,32,M,Madhya Pradesh,HOSHANGABAD,17
SARJERAO SAHARE,Independent,71,M,Madhya Pradesh,HOSHANGABAD,17
PANDIT DIVYENDRA BRIJMOHAN DUBEY ADVOCATE,Bharatiya Yuva Jan Ekta Party,39,M,Madhya Pradesh,HOSHANGABAD,17
JYOTI SURESH JHARIYA,Independent,33,F,Madhya Pradesh,HOSHANGABAD,17
PANDIT DIVYENDRA BRIJMOHAN DUBEY ADVOCATE,Independent,39,M,Madhya Pradesh,HOSHANGABAD,17
RAMGOVIND BARUAA,Bahujan Samaj Party,62,M,Madhya Pradesh,HOSHANGABAD,17
MAKHAN SINGH LODHI,Bhartiya Shakti Chetna Party,50,M,Madhya Pradesh,HOSHANGABAD,17
DARSHAN SINGH CHOUDHARY,Bharatiya Janata Party,48,M,Madhya Pradesh,HOSHANGABAD,17
SANJAY SHARMA SANJU BHAIYA,Indian National Congress,54,M,Madhya Pradesh,HOSHANGABAD,17
RAKESH RAMPRASAD RICKY,Independent,58,M,Madhya Pradesh,HOSHANGABAD,17
SHIVRAJ SINGH CHOUHAN,Bharatiya Janata Party,65,M,Madhya Pradesh,VIDISHA,18
BHAI MUNSHILAL SILAWAT,Public Political Party,40,M,Madhya Pradesh,VIDISHA,18
DHOOLSINGH DHAMMA,Independent,42,M,Madhya Pradesh,VIDISHA,18
ABDUL RASHID,Independent,84,M,Madhya Pradesh,VIDISHA,18
BHEEKAM SINGH KUSHWAHA,Mahanwadi Party,63,M,Madhya Pradesh,VIDISHA,18
DHARMVIR BHARTI,Akhil Bhartiya Parivar Party,57,M,Madhya Pradesh,VIDISHA,18
KISHAN LAL LADIYA,Bahujan Samaj Party,65,M,Madhya Pradesh,VIDISHA,18
SATYENDRA SINGH SISODIYA,Independent,41,M,Madhya Pradesh,VIDISHA,18
ABDUL JABBAR,Independent,64,M,Madhya Pradesh,VIDISHA,18
KAMLESH KUMAR GOUR,Jai Prakash Janata Dal,49,M,Madhya Pradesh,VIDISHA,18
SEEMA SHARMA,Sapaks Party,58,F,Madhya Pradesh,VIDISHA,18
DHARMENDRA SINGH PANWAR (GOLU BHAIYA),Right to Recall Party,37,M,Madhya Pradesh,VIDISHA,18
PRATAPBHANU SHARMA,Indian National Congress,76,M,Madhya Pradesh,VIDISHA,18
AJAY KUMAR PATHAK,Chhatrapati Shivaji Bhartiya Garib Party,36,M,Madhya Pradesh,BHOPAL,19
RAJESH KEER,Independent,56,M,Madhya Pradesh,BHOPAL,19
MAITHILI SHARAN GUPTA,Independent,63,M,Madhya Pradesh,BHOPAL,19
ABDUL TAHIR ADVOCATE (BABLU RAJNIKANT)  S/O SAEED PAHELWAN ANSARI,Bahujan Maha Party,51,M,Madhya Pradesh,BHOPAL,19
MUDIT BHATNAGAR,Socialist Unity Centre Of India (COMMUNIST),43,M,Madhya Pradesh,BHOPAL,19
MUDIT CHAURASIA,Independent,39,M,Madhya Pradesh,BHOPAL,19
HITENDRA SHAHARE (BABA),Independent,39,M,Madhya Pradesh,BHOPAL,19
R.K. MAHAJAN,Independent,61,M,Madhya Pradesh,BHOPAL,19
ADVOCATE ARUN SHRIVASTAVA,Indian National Congress,63,M,Madhya Pradesh,BHOPAL,19
SANJAY KUMAR SAROJ,Manav Samadhan Party,49,M,Madhya Pradesh,BHOPAL,19
AKSHAY GOTHI,Parivartan Party of India,52,M,Madhya Pradesh,BHOPAL,19
DEENDAYAL AHIRWAR URF DEENU BHAIYA,Independent,34,M,Madhya Pradesh,BHOPAL,19
ALOK SHARMA,Bharatiya Janata Party,56,M,Madhya Pradesh,BHOPAL,19
BHANU PRATAP SINGH,Bahujan Samaj Party,47,M,Madhya Pradesh,BHOPAL,19
BABULAL SEN,Moulik Adhikar Party,59,M,Madhya Pradesh,BHOPAL,19
MOHAMMAD ASHRAF,Independent,42,M,Madhya Pradesh,BHOPAL,19
BHARTI YADAV,Independent,44,F,Madhya Pradesh,BHOPAL,19
BALRAM SINGH TAUMAR,Bhartiya Shakti Chetna Party,35,M,Madhya Pradesh,BHOPAL,19
JAY SINGH,Independent,39,M,Madhya Pradesh,BHOPAL,19
MUDIT CHAURASIA,Akhil Bhartiya Aarakshit Samaj Party,39,M,Madhya Pradesh,BHOPAL,19
DHANRAJ SHENDE,Republican Party of India (A),59,M,Madhya Pradesh,BHOPAL,19
ANKIT RAI,Independent,34,M,Madhya Pradesh,BHOPAL,19
RAMPRASAD PATEL,Independent,41,M,Madhya Pradesh,BHOPAL,19
RAMPRASAD PATEL,Kranti Janshakti Party,41,M,Madhya Pradesh,BHOPAL,19
BABU SINGH,Sajag Samaj Party,42,M,Madhya Pradesh,RAJGARH,20
SUNEEL BHEEL,Independent,25,M,Madhya Pradesh,RAJGARH,20
RAMCHARAN PIRJAPATI,Lok Samaj Party,57,M,Madhya Pradesh,RAJGARH,20
VISHAL SONI (ADVOCATE),Independent,27,M,Madhya Pradesh,RAJGARH,20
VISHAL SONI (ADVOCATE),Bharatiya Yuva Jan Ekta Party,27,M,Madhya Pradesh,RAJGARH,20
DR. RAJENDRA SURYAVANSHI,Bahujan Samaj Party,53,M,Madhya Pradesh,RAJGARH,20
RODMAL,Independent,50,M,Madhya Pradesh,RAJGARH,20
ANIL,Independent,33,M,Madhya Pradesh,RAJGARH,20
DINESH RAZAWAT,Aazad Samaj Party (Kanshi Ram),32,M,Madhya Pradesh,RAJGARH,20
RODMAL NAGAR,Bharatiya Janata Party,63,M,Madhya Pradesh,RAJGARH,20
ASHOK PAWAR,Samata Samadhan Party,63,M,Madhya Pradesh,RAJGARH,20
DIGVIJAYA SINGH,Indian National Congress,77,M,Madhya Pradesh,RAJGARH,20
ANIL JAIN,Independent,51,M,Madhya Pradesh,RAJGARH,20
JITENDRA SINGH,National World Leader Party,31,M,Madhya Pradesh,RAJGARH,20
JAGDISH KARPENTER,Independent,40,M,Madhya Pradesh,RAJGARH,20
RADHESHYAM MALVIYA,Independent,34,M,Madhya Pradesh,RAJGARH,20
NITIN VERMA,Independent,42,M,Madhya Pradesh,DEWAS,21
RAMPRASAD,Aazad Samaj Party (Kanshi Ram),42,M,Madhya Pradesh,DEWAS,21
HEMRAJ POONAMCHANDRA BAMNIYA,Public Political Party,29,M,Madhya Pradesh,DEWAS,21
RAJENDRA RADHAKISHAN MALVIYA,Indian National Congress,56,M,Madhya Pradesh,DEWAS,21
ENG. DEEPAK RAMESH CHANDRA VICHITRA,Independent,39,M,Madhya Pradesh,DEWAS,21
MAHENDRA SINGH SOLANKY,Bharatiya Janata Party,40,M,Madhya Pradesh,DEWAS,21
ADVOCATE VIDAYARAJ MALAVIY,Social Democratic Party Of India,51,M,Madhya Pradesh,DEWAS,21
RAJENDRASINGH CHOKHUTIYA,Bahujan Samaj Party,33,M,Madhya Pradesh,DEWAS,21
SURESH BAGARI,Independent,35,M,Madhya Pradesh,UJJAIN,22
ISHWARLAL VARSHI,Independent,44,M,Madhya Pradesh,UJJAIN,22
MAHESH PARMAR,Indian National Congress,44,M,Madhya Pradesh,UJJAIN,22
ANIL,Independent,35,M,Madhya Pradesh,UJJAIN,22
MAHESH PARMAR,Independent,46,M,Madhya Pradesh,UJJAIN,22
