Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,State
I V Pakkir Reddy,IND,1,Graduate,75,"Rs 93,03,954  ~ 93 Lacs+","Rs 2,00,000  ~ 2 Lacs+",Andhra Pradesh
Ippili Seetharaju,Jai Bharat National Party,0,Post Graduate,47,"Rs 44,60,000  ~ 44 Lacs+","Rs 7,98,810  ~ 7 Lacs+",Andhra Pradesh
J Lakshmi Narasimha Yadav,INC,0,Post Graduate,38,"Rs 1,13,90,000  ~ 1 Crore+","Rs 54,53,367  ~ 54 Lacs+",Andhra Pradesh
J Shantha,YSRCP,0,12th Pass,51,"Rs 4,87,46,996  ~ 4 Crore+","Rs 1,32,54,147  ~ 1 Crore+",Andhra Pradesh
J. V. Ramana,Jaathia Chethi Vruthula Ikya Vedika Party,0,5th Pass,62,,,Andhra Pradesh
J.D. Seelam,INC,1,Post Graduate,72,"Rs 27,69,54,926  ~ 27 Crore+","Rs 1,03,20,039  ~ 1 Crore+",Andhra Pradesh
Jagan Mohana Rao Dokka,BSP,0,Doctorate,61,"Rs 30,00,000  ~ 30 Lacs+","Rs 6,00,000  ~ 6 Lacs+",Andhra Pradesh
Jahangir Ahmed,Social Democratic Party Of India,1,12th Pass,37,"Rs 5,11,000  ~ 5 Lacs+",Rs 0  ~,Andhra Pradesh
Jaladi Vijaya Kumari,SP,0,Doctorate,52,"Rs 27,23,960  ~ 27 Lacs+","Rs 5,40,580  ~ 5 Lacs+",Andhra Pradesh
Jalli Bala Naveena,IND,0,Post Graduate,43,,,Andhra Pradesh
Janardhan Ponnada,IND,0,Graduate Professional,31,"Rs 1,25,342  ~ 1 Lacs+",Rs 0  ~,Andhra Pradesh
Janga Goutham,INC,0,Graduate,54,"Rs 2,46,85,500  ~ 2 Crore+","Rs 3,10,000  ~ 3 Lacs+",Andhra Pradesh
Jangala Ajay Kumar,CPI,14,10th Pass,57,"Rs 41,87,807  ~ 41 Lacs+","Rs 13,04,322  ~ 13 Lacs+",Andhra Pradesh
Jillella Ramesh,Jatiya Jana Sena Party,0,Graduate,28,"Rs 1,02,500  ~ 1 Lacs+",Rs 0  ~,Andhra Pradesh
Jogi Veeranjaneyulu,IND,5,12th Pass,32,,,Andhra Pradesh
Junnuri J Srinivas,IND,0,Post Graduate,54,"Rs 5,63,40,957  ~ 5 Crore+","Rs 59,00,000  ~ 59 Lacs+",Andhra Pradesh
K Pavan Kalyan,Jatiya Jana Sena Party,0,Illiterate,33,"Rs 26,000  ~ 26 Thou+",Rs 0  ~,Andhra Pradesh
K. Jeevarathnam,IND,0,10th Pass,38,"Rs 15,15,000  ~ 15 Lacs+","Rs 5,10,000  ~ 5 Lacs+",Andhra Pradesh
K.A. Paul,Praja Shanthi Party,6,12th Pass,60,"Rs 1,96,071  ~ 1 Lacs+",Rs 0  ~,Andhra Pradesh
K.B.R.Naidu,INC,0,Post Graduate,64,,,Andhra Pradesh
K.Muni Krishna,IND,0,10th Pass,35,"Rs 5,91,000  ~ 5 Lacs+",Rs 0  ~,Andhra Pradesh
Kakarla Shanmukha Reddy,IND,0,Post Graduate,34,"Rs 39,27,577  ~ 39 Lacs+","Rs 2,70,000  ~ 2 Lacs+",Andhra Pradesh
Kandavalli Jeeva Deva Dayakar,IND,0,Others,56,"Rs 11,55,300  ~ 11 Lacs+",Rs 0  ~,Andhra Pradesh
Kandregula Narasimham,BSP,0,Graduate Professional,55,"Rs 25,000  ~ 25 Thou+","Rs 2,00,000  ~ 2 Lacs+",Andhra Pradesh
Kanneboyina Vamsi Krishna Yadav,IND,0,Graduate Professional,33,,,Andhra Pradesh
Kapa Kalyan,Republican Party of India (Athawale),0,Post Graduate,47,"Rs 6,20,000  ~ 6 Lacs+",Rs 0  ~,Andhra Pradesh
Karatapu Raju,IND,0,12th Pass,53,"Rs 35,02,000  ~ 35 Lacs+",Rs 0  ~,Andhra Pradesh
Karra Siva,Pyramid Party of India,0,10th Pass,34,"Rs 20,000  ~ 20 Thou+",Rs 0  ~,Andhra Pradesh
Karumuri Sunil Kumar,YSRCP,0,Graduate,33,"Rs 27,04,00,000  ~ 27 Crore+","Rs 1,02,00,000  ~ 1 Crore+",Andhra Pradesh
Kasturi Obaiah Naidu,IND,0,10th Pass,69,,,Andhra Pradesh
Katru Naga Babu,Telugu Nava Garjana Party,0,Post Graduate,30,"Rs 1,76,000  ~ 1 Lacs+",Rs 0  ~,Andhra Pradesh
Katta Anand Babu,IND,0,Post Graduate,32,Rs 7  ~,"Rs 2,50,000  ~ 2 Lacs+",Andhra Pradesh
Katta Hemanand,IND,0,Post Graduate,43,"Rs 9,86,500  ~ 9 Lacs+","Rs 3,75,000  ~ 3 Lacs+",Andhra Pradesh
Kattamanchi. Prabhakar,IND,0,Post Graduate,53,"Rs 1,44,580  ~ 1 Lacs+",Rs 0  ~,Andhra Pradesh
Kattapogu Vijay Kumar,Pyramid Party of India,0,5th Pass,57,,,Andhra Pradesh
Kavuri Lavanya,INC,0,Post Graduate,47,"Rs 36,79,09,925  ~ 36 Crore+","Rs 3,43,00,000  ~ 3 Crore+",Andhra Pradesh
Kaya Durgarao,Navarang Congress Party,0,8th Pass,34,"Rs 5,79,500  ~ 5 Lacs+",Rs 0  ~,Andhra Pradesh
Kesineni Sivanath (Chinni),TDP,0,Graduate Professional,55,"Rs 29,20,66,245  ~ 29 Crore+","Rs 26,17,40,856  ~ 26 Crore+",Andhra Pradesh
Kesineni Srinivas (Nani),YSRCP,1,10th Pass,58,"Rs 77,32,92,381  ~ 77 Crore+","Rs 36,42,52,011  ~ 36 Crore+",Andhra Pradesh
Ketha Sreenu,IND,0,12th Pass,43,Nil,,Andhra Pradesh
Kethireddy Raghunathareddy,IND,0,10th Pass,48,"Rs 22,00,500  ~ 22 Lacs+","Rs 65,00,000  ~ 65 Lacs+",Andhra Pradesh
Kilari Venkata Rosaiah,YSRCP,1,Graduate,57,"Rs 78,08,11,167  ~ 78 Crore+","Rs 5,00,81,433  ~ 5 Crore+",Andhra Pradesh
Kinjarapu Rammohan Naidu,TDP,4,Post Graduate,36,"Rs 23,30,73,561  ~ 23 Crore+","Rs 2,98,63,859  ~ 2 Crore+",Andhra Pradesh
Kommaraju Siva Narasimha Rao,All India Forward Bloc,0,Post Graduate,63,"Rs 25,61,380  ~ 25 Lacs+","Rs 12,15,000  ~ 12 Lacs+",Andhra Pradesh
Kommu Yohanu,Liberation Congress Party,0,Post Graduate,33,,,Andhra Pradesh
Kommusani Pedda Kambagiri Swamy,IND,1,12th Pass,51,"Rs 18,50,000  ~ 18 Lacs+",Rs 0  ~,Andhra Pradesh
Kondru Kiran Kumar,IND,2,Graduate,47,"Rs 75,55,000  ~ 75 Lacs+",Rs 0  ~,Andhra Pradesh
Koppala Raghu,IND,1,Graduate,38,"Rs 18,470  ~ 18 Thou+",Rs 0  ~,Andhra Pradesh
Koppula Raju,INC,0,Post Graduate,67,"Rs 11,55,38,871  ~ 11 Crore+","Rs 1,02,95,125  ~ 1 Crore+",Andhra Pradesh
Kota Pothuraju,Pyramid Party of India,0,5th Pass,53,,,Andhra Pradesh
Kota Vamsi Krishna,IND,0,Graduate,27,"Rs 85,000  ~ 85 Thou+",Rs 0  ~,Andhra Pradesh
Kotaiah Parre,Jaibhim Rao Bharat Party,4,10th Pass,41,"Rs 1,70,000  ~ 1 Lacs+","Rs 7,50,000  ~ 7 Lacs+",Andhra Pradesh
Kothapalli Geetha,BJP,2,Post Graduate,53,"Rs 16,71,66,953  ~ 16 Crore+","Rs 11,76,54,232  ~ 11 Crore+",Andhra Pradesh
Krishna Kishore Yanamandra,Navataram Party,0,10th Pass,50,"Rs 12,04,389  ~ 12 Lacs+",Rs 0  ~,Andhra Pradesh
Krishna Matha,Pyramid Party of India,0,Others,39,,,Andhra Pradesh
Krishna Prasad Tenneti,TDP,0,Post Graduate,64,"Rs 15,57,57,943  ~ 15 Crore+","Rs 1,94,00,000  ~ 1 Crore+",Andhra Pradesh
Krishna Swaroop Vadlamuri,Dalita Bahujana Party,0,Post Graduate,51,"Rs 55,745  ~ 55 Thou+",Rs 0  ~,Andhra Pradesh
Kuchipudi John Babu,Jaibhim Rao Bharat Party,0,Illiterate,51,"Rs 5,000  ~ 5 Thou+",Rs 0  ~,Andhra Pradesh
Kuncham Venkata Subba Reddy,Rayalaseema Rashtra Samithi,0,5th Pass,58,"Rs 50,000  ~ 50 Thou+",Rs 0  ~,Andhra Pradesh
Kunukuntla Ramudu,IND,2,12th Pass,43,,,Andhra Pradesh
Kuruba Mallikarjuna.S.,All India Kisan Janatha party,0,12th Pass,37,"Rs 5,31,000  ~ 5 Lacs+","Rs 6,14,658  ~ 6 Lacs+",Andhra Pradesh
Lagudu Govinda Rao,IND,0,Doctorate,44,"Rs 6,08,700  ~ 6 Lacs+",Rs 0  ~,Andhra Pradesh
Lavu Srikrishna Devarayalu,TDP,0,Graduate Professional,41,"Rs 56,65,48,466  ~ 56 Crore+","Rs 6,80,88,135  ~ 6 Crore+",Andhra Pradesh
Lokanath Gowd Suragowini,IND,0,10th Pass,40,"Rs 33,35,373  ~ 33 Lacs+","Rs 1,25,944  ~ 1 Lacs+",Andhra Pradesh
Lovaraju Siddha,IND,0,Post Graduate,36,,,Andhra Pradesh
M Umadevi,Janata Congress,0,5th Pass,36,"Rs 38,77,652  ~ 38 Lacs+",Rs 0  ~,Andhra Pradesh
M.G.M. Khan,IND,0,Graduate Professional,37,"Rs 1,49,80,904  ~ 1 Crore+",Rs 0  ~,Andhra Pradesh
M.Surendra,Pyramid Party of India,0,Graduate,38,"Rs 3,73,500  ~ 3 Lacs+","Rs 57,000  ~ 57 Thou+",Andhra Pradesh
Mada Raja,Jaathia Chethi Vruthula Ikya Vedika Party,0,12th Pass,35,"Rs 15,07,000  ~ 15 Lacs+","Rs 4,15,000  ~ 4 Lacs+",Andhra Pradesh
Madasi Sudharshan,IND,1,12th Pass,32,,,Andhra Pradesh
Madavarapu Naga Raju,IND,0,Illiterate,45,Nil,Rs 0  ~,Andhra Pradesh
Magunta Sreenivasulu Reddy,TDP,0,Graduate,70,"Rs 57,95,39,820  ~ 57 Crore+","Rs 27,63,23,277  ~ 27 Crore+",Andhra Pradesh
Make Davy Prasad,IND,0,Post Graduate,71,"Rs 2,00,000  ~ 2 Lacs+",Rs 0  ~,Andhra Pradesh
Malagundla Sankar Narayana,YSRCP,4,Graduate Professional,59,"Rs 19,31,07,649  ~ 19 Crore+","Rs 37,65,464  ~ 37 Lacs+",Andhra Pradesh
Malikireddy. Hanumantha Reddy,Jana Sahayaka Sakthi,0,12th Pass,44,,,Andhra Pradesh
Malla Sravani,IND,0,5th Pass,51,"Rs 30,000  ~ 30 Thou+",Rs 0  ~,Andhra Pradesh
Mallepally Raghu,Navarang Congress Party,0,Doctorate,49,"Rs 4,06,000  ~ 4 Lacs+",Rs 0  ~,Andhra Pradesh
Mallepogu Naganna,SUCI(C),0,Illiterate,70,"Rs 6,08,586  ~ 6 Lacs+",Rs 0  ~,Andhra Pradesh
Mallikarjuna Vajjala,INC,0,10th Pass,61,"Rs 6,99,18,391  ~ 6 Crore+","Rs 84,30,000  ~ 84 Lacs+",Andhra Pradesh
Mallipudi Mangapati Pallam Raju,INC,0,Post Graduate,61,,,Andhra Pradesh
Manchala Lakshmi Narayana,BSP,0,10th Pass,50,"Rs 14,52,000  ~ 14 Lacs+","Rs 1,00,000  ~ 1 Lacs+",Andhra Pradesh
Mandala Giridhara Rao,IND,0,Graduate Professional,42,"Rs 1,10,000  ~ 1 Lacs+",Rs 0  ~,Andhra Pradesh
Manne Leela Rama Narendra,Pyramid Party of India,0,Post Graduate,38,"Rs 34,73,028  ~ 34 Lacs+",Rs 0  ~,Andhra Pradesh
Maradani K R Swamy,Jai Maha Bharath Party,0,8th Pass,39,"Rs 1,00,000  ~ 1 Lacs+",Rs 0  ~,Andhra Pradesh
Mariserla Krishnamurthy Naidu,IND,0,Others,50,,,Andhra Pradesh
Mayana Mohammed Salman Khan,Liberation Congress Party,0,Graduate Professional,30,"Rs 40,000  ~ 40 Thou+",Rs 0  ~,Andhra Pradesh
Meda Srinivasa Rao,Rashtriya Praja Congress (Secular),0,Post Graduate,54,"Rs 3,47,25,000  ~ 3 Crore+",Rs 0  ~,Andhra Pradesh
Medapati Venkata Varahala Reddy,IND,2,Others,49,"Rs 3,07,60,000  ~ 3 Crore+","Rs 6,00,000  ~ 6 Lacs+",Andhra Pradesh
Meka Venkateswara Rao,BSP,0,Graduate,50,"Rs 25,51,000  ~ 25 Lacs+",Rs 0  ~,Andhra Pradesh
Merugupala Sadasivarao,India Praja Bandhu Party,0,5th Pass,37,,,Andhra Pradesh
Metta Rama Rao,IND,0,Post Graduate,58,"Rs 11,28,50,440  ~ 11 Crore+","Rs 34,61,278  ~ 34 Lacs+",Andhra Pradesh
Mohammad Khaja Moinuddin Chisti Pasha,Andhra Pradesh Rashtra Samithi,0,10th Pass,49,"Rs 48,80,000  ~ 48 Lacs+","Rs 1,62,000  ~ 1 Lacs+",Andhra Pradesh
Mohan Goud J V,IND,0,Literate,63,"Rs 98,830  ~ 98 Thou+",Rs 0  ~,Andhra Pradesh
Mohanarao Singuluri,Jai Bharat National Party,2,Post Graduate,35,"Rs 25,00,000  ~ 25 Lacs+","Rs 11,10,000  ~ 11 Lacs+",Andhra Pradesh
Mottadam . Rajababu,Bharat Adivasi Party,0,Graduate Professional,47,Nil,,Andhra Pradesh
Motukur Jagapathi,INC,0,Others,48,"Rs 28,33,500  ~ 28 Lacs+","Rs 1,35,000  ~ 1 Lacs+",Andhra Pradesh
N Dasaradha Rami Reddy,All India Jaihind Party,0,Post Graduate,70,"Rs 1,11,55,000  ~ 1 Crore+",Rs 0  ~,Andhra Pradesh
N. Bhupathi,IND,0,Graduate,33,"Rs 2,00,000  ~ 2 Lacs+",Rs 0  ~,Andhra Pradesh
N. Gangaiah,IND,0,12th Pass,34,Nil,Rs 0  ~,Andhra Pradesh
N. Reddeppa,YSRCP,0,Post Graduate,73,,,Andhra Pradesh
N.Chandra Babu,IND,0,12th Pass,40,Nil,Rs 0  ~,Andhra Pradesh
Nagaraju Jetti,IND,0,Post Graduate,26,"Rs 6,22,070  ~ 6 Lacs+","Rs 1,83,000  ~ 1 Lacs+",Andhra Pradesh
Nageswara Rao,IND,1,8th Pass,66,"Rs 79,30,806  ~ 79 Lacs+","Rs 14,24,877  ~ 14 Lacs+",Andhra Pradesh
Nageswara Rao Petla,IND,0,10th Pass,60,"Rs 20,000  ~ 20 Thou+",Rs 0  ~,Andhra Pradesh
Naidugari Rajasekhar,BSP,0,Post Graduate,40,,,Andhra Pradesh
Nakka Dinesh,Bharatha Chaitanya Yuvajana Party,0,Graduate,37,"Rs 39,72,155  ~ 39 Lacs+","Rs 4,80,000  ~ 4 Lacs+",Andhra Pradesh
Nalamala Tirupathi Rao,Navataram Party,0,10th Pass,46,"Rs 2,000  ~ 2 Thou+",Rs 0  ~,Andhra Pradesh
Nallari Kiran Kumar Reddy,BJP,1,Graduate Professional,63,"Rs 95,33,92,516  ~ 95 Crore+","Rs 23,00,05,240  ~ 23 Crore+",Andhra Pradesh
Nalli Rajesh,IND,3,Others,41,"Rs 73,03,031  ~ 73 Lacs+","Rs 21,50,000  ~ 21 Lacs+",Andhra Pradesh
Neelakantam Donam,IND,0,Post Graduate,53,,,Andhra Pradesh
Nimmaka Jayaraju,IND,0,12th Pass,64,"Rs 1,26,17,000  ~ 1 Crore+","Rs 32,28,000  ~ 32 Lacs+",Andhra Pradesh
Nitta Akhila Dharani Pal,BSP,0,Doctorate,65,"Rs 1,92,54,000  ~ 1 Crore+","Rs 38,00,000  ~ 38 Lacs+",Andhra Pradesh
Olety Nagendra Krishna,Jaibhim Rao Bharat Party,0,Post Graduate,55,"Rs 1,25,87,802  ~ 1 Crore+","Rs 89,08,885  ~ 89 Lacs+",Andhra Pradesh
Orsu Premaraju,BSP,0,10th Pass,61,"Rs 1,04,000  ~ 1 Lacs+",Rs 0  ~,Andhra Pradesh
Orsu Veena,Jai Bharat National Party,0,12th Pass,37,,,Andhra Pradesh
P Guruvaiah,IND,0,Illiterate,51,"Rs 40,000  ~ 40 Thou+",Rs 0  ~,Andhra Pradesh
P V A Ananda Sagar,IND,0,8th Pass,60,"Rs 34,91,600  ~ 34 Lacs+",Rs 0  ~,Andhra Pradesh
P V Midhun Reddy,YSRCP,0,Post Graduate,46,"Rs 1,46,85,01,685  ~ 146 Crore+","Rs 56,09,18,969  ~ 56 Crore+",Andhra Pradesh
P Venkatesh,Jaathia Chethi Vruthula Ikya Vedika Party,0,5th Pass,50,"Rs 11,07,000  ~ 11 Lacs+",Rs 0  ~,Andhra Pradesh
P. Madhu,IND,0,12th Pass,34,,,Andhra Pradesh
P. Satya Reddy,INC,0,10th Pass,52,"Rs 59,39,092  ~ 59 Lacs+","Rs 10,00,000  ~ 10 Lacs+",Andhra Pradesh
P. Satya Vani,Pyramid Party of India,0,Post Graduate,53,"Rs 2,75,10,244  ~ 2 Crore+",Rs 0  ~,Andhra Pradesh
P.Chowdeswari,IND,0,Graduate,38,"Rs 3,30,40,267  ~ 3 Crore+","Rs 56,07,058  ~ 56 Lacs+",Andhra Pradesh
P.G.Rampullaiah Yadav,INC,2,12th Pass,56,"Rs 10,00,000  ~ 10 Lacs+",Rs 0  ~,Andhra Pradesh
P.Janaki Rama Rao ( Babu),National Maha Sabha Party,0,Post Graduate,52,,,Andhra Pradesh
Pagadala Kodanda,IND,0,5th Pass,52,"Rs 68,31,200  ~ 68 Lacs+","Rs 1,00,000  ~ 1 Lacs+",Andhra Pradesh
Paladugu Vijendra Rao,Liberation Congress Party,0,Graduate,58,"Rs 11,20,500  ~ 11 Lacs+","Rs 2,80,000  ~ 2 Lacs+",Andhra Pradesh
Palaka Sreerama Murthy,BSP,0,Doctorate,54,"Rs 78,987  ~ 78 Thou+",Rs 0  ~,Andhra Pradesh
Pallipattu Abhinav Vishnu,SP,0,Post Graduate,32,"Rs 91,000  ~ 91 Thou+",Rs 0  ~,Andhra Pradesh
Pamula Bala Sowryamma,IND,0,Others,34,,,Andhra Pradesh
Panditi Gurappa,BSP,0,Others,53,"Rs 17,10,000  ~ 17 Lacs+","Rs 1,05,000  ~ 1 Lacs+",Andhra Pradesh
Pandu Ranga Yadav Siddapu,SP,0,Others,44,"Rs 26,00,000  ~ 26 Lacs+",Rs 0  ~,Andhra Pradesh
Pappula Sambasiva Rao,Navarang Congress Party,0,5th Pass,54,"Rs 2,09,477  ~ 2 Lacs+",Rs 0  ~,Andhra Pradesh
Pasam Venkateswarlu Yadav,SP,0,Post Graduate,50,"Rs 1,07,06,362  ~ 1 Crore+","Rs 30,50,679  ~ 30 Lacs+",Andhra Pradesh
Pasupuleti Pichaiah,National Nava Kranthi Party,0,Post Graduate,37,,,Andhra Pradesh
Pasupuleti S.V.S.Bhushanam,IND,0,Post Graduate,53,"Rs 74,26,166  ~ 74 Lacs+","Rs 3,48,102  ~ 3 Lacs+",Andhra Pradesh
Pathan Khaja (Basha),Telugu Rajadhikara Samiti Party,0,Graduate,45,"Rs 2,00,000  ~ 2 Lacs+","Rs 14,00,000  ~ 14 Lacs+",Andhra Pradesh
Pathuri Ramesh,Peoples Party of India (Democratic),0,10th Pass,39,"Rs 57,40,000  ~ 57 Lacs+","Rs 1,25,000  ~ 1 Lacs+",Andhra Pradesh
Pedada Parameswara Rao,INC,1,Doctorate,59,"Rs 5,15,75,569  ~ 5 Crore+","Rs 9,50,000  ~ 9 Lacs+",Andhra Pradesh
Pedapenki Siva Prasada Rao,BSP,0,Graduate Professional,57,,,Andhra Pradesh
Peerubandi Prakash Rao,BSP,0,Graduate Professional,69,"Rs 50,50,000  ~ 50 Lacs+","Rs 5,00,000  ~ 5 Lacs+",Andhra Pradesh
Penumuru. Gurappa,BSP,0,Graduate Professional,66,"Rs 1,73,84,107  ~ 1 Crore+",Rs 0  ~,Andhra Pradesh
Peram Siva Nageswara Rao,Republican Party of India (Athawale),0,5th Pass,55,"Rs 6,92,19,943  ~ 6 Crore+",Rs 0  ~,Andhra Pradesh
Peta Mohan,IND,0,10th Pass,35,"Rs 50,000  ~ 50 Thou+",Rs 0  ~,Andhra Pradesh
Pididhi Apparao,IND,0,10th Pass,44,,,Andhra Pradesh
Pilli Babu Rao,IND,0,8th Pass,66,"Rs 31,000  ~ 31 Thou+",Rs 0  ~,Andhra Pradesh
Pocha Brahmananda Reddy,YSRCP,0,Post Graduate,66,"Rs 1,47,74,74,610  ~ 147 Crore+","Rs 54,37,44,458  ~ 54 Crore+",Andhra Pradesh
Poola Reddy Sekhar,IND,0,Graduate,71,"Rs 10,75,000  ~ 10 Lacs+",Rs 0  ~,Andhra Pradesh
Prabhakar Reddy Vemireddy,TDP,6,Graduate,68,"Rs 7,16,33,22,265  ~ 716 Crore+","Rs 1,97,29,62,603  ~ 197 Crore+",Andhra Pradesh
Pradeep Penamadu,All India Forward Bloc,0,Post Graduate,40,,,Andhra Pradesh
Prakash Reddy Ralampadu,IND,0,Graduate,41,"Rs 19,40,560  ~ 19 Lacs+","Rs 27,40,000  ~ 27 Lacs+",Andhra Pradesh
Prasad Patibandla,IND,0,Doctorate,40,"Rs 14,54,941  ~ 14 Lacs+","Rs 56,04,423  ~ 56 Lacs+",Andhra Pradesh
Prasanna Kumar Undurthi,IND,1,Graduate,32,"Rs 55,99,489  ~ 55 Lacs+","Rs 15,04,446  ~ 15 Lacs+",Andhra Pradesh
Prathap Reddy Gorla,IND,0,12th Pass,46,"Rs 22,10,010  ~ 22 Lacs+",Rs 0  ~,Andhra Pradesh
Puli Sreenivasulu,IND,0,12th Pass,44,,,Andhra Pradesh
Punganuru Prasanna Ganapathi,Radical Party of India (Ambedkarist),0,Graduate Professional,51,"Rs 2,50,000  ~ 2 Lacs+",Rs 0  ~,Andhra Pradesh
Putta Mahesh Kumar,TDP,1,Graduate Professional,36,"Rs 72,08,51,715  ~ 72 Crore+","Rs 20,04,30,056  ~ 20 Crore+",Andhra Pradesh
Rajeswara Rao Kondru,Bharatheeya Jawan Kisan Party,0,10th Pass,44,"Rs 55,90,000  ~ 55 Lacs+",Rs 0  ~,Andhra Pradesh
Rama Durga Prasad Tholeti,IND,0,Post Graduate,36,"Rs 71,000  ~ 71 Thou+",Rs 0  ~,Andhra Pradesh
Rambabu Jalli,Telugu Rajadhikara Samiti Party,0,10th Pass,49,,,Andhra Pradesh
Rambabu Podili,IND,0,Graduate,36,"Rs 12,70,716  ~ 12 Lacs+","Rs 4,45,000  ~ 4 Lacs+",Andhra Pradesh
Ramesh Palle,Jaibhim Rao Bharat Party,0,10th Pass,40,"Rs 2,32,000  ~ 2 Lacs+",Rs 0  ~,Andhra Pradesh
Ranjith Kumar Palaka,IND,0,Graduate,42,"Rs 35,000  ~ 35 Thou+",Rs 0  ~,Andhra Pradesh
Rapaka Varaprasada Rao,YSRCP,2,10th Pass,65,"Rs 2,47,25,608  ~ 2 Crore+","Rs 29,87,883  ~ 29 Lacs+",Andhra Pradesh
Rayapati Jagadeesh,IND,0,Post Graduate,39,,,Andhra Pradesh
Rudrapaka Ratna Rao (R.R.R),Andhra Rastra Praja Samithi,0,Post Graduate,70,"Rs 5,20,000  ~ 5 Lacs+","Rs 1,08,000  ~ 1 Lacs+",Andhra Pradesh
Rukhmini,IND,0,Post Graduate,67,"Rs 4,00,000  ~ 4 Lacs+",Rs 0  ~,Andhra Pradesh
S N Suresh,IND,1,Post Graduate,46,"Rs 3,41,01,900  ~ 3 Crore+","Rs 38,62,000  ~ 38 Lacs+",Andhra Pradesh
S Raghunatha Reddy,IND,0,Graduate Professional,30,"Rs 11,000  ~ 11 Thou+","Rs 9,950  ~ 9 Thou+",Andhra Pradesh
Sakhineti Anantha Raju,Pyramid Party of India,0,5th Pass,50,,,Andhra Pradesh
Salopantula Raghavendra Rao,IND,0,Post Graduate,50,"Rs 1,83,78,081  ~ 1 Crore+","Rs 30,80,106  ~ 30 Lacs+",Andhra Pradesh
Samareddy Balakrishna,IND,0,Post Graduate,49,"Rs 2,95,77,711  ~ 2 Crore+","Rs 17,27,914  ~ 17 Lacs+",Andhra Pradesh
Samudrala Chinna Kotaiah,Jaibhim Rao Bharat Party,0,10th Pass,46,Nil,"Rs 8,00,000  ~ 8 Lacs+",Andhra Pradesh
Sanapala Sravan Kumar,IND,0,Graduate,37,"Rs 5,42,91,939  ~ 5 Crore+","Rs 1,84,29,000  ~ 1 Crore+",Andhra Pradesh
Sangaraju Nageswara Raju,IND,0,Graduate Professional,37,,,Andhra Pradesh
Shaik Aslam Akther,IND,0,Graduate,50,"Rs 31,07,222  ~ 31 Lacs+","Rs 2,30,000  ~ 2 Lacs+",Andhra Pradesh
Shaik Basheed,INC,0,Graduate,38,"Rs 2,04,10,000  ~ 2 Crore+","Rs 90,00,000  ~ 90 Lacs+",Andhra Pradesh
Shaik Mahaboob Basha (Mabu),Republican Party of India (A),0,Graduate Professional,40,"Rs 44,00,000  ~ 44 Lacs+",Rs 0  ~,Andhra Pradesh
Shaik Muzibur Rahaman,Pyramid Party of India,0,Graduate,49,"Rs 9,45,000  ~ 9 Lacs+","Rs 2,10,000  ~ 2 Lacs+",Andhra Pradesh
Shaik Shafi Ahmed,All India Forward Bloc,1,8th Pass,53,,,Andhra Pradesh
Shaik. Khajavali,IND,1,8th Pass,39,"Rs 17,30,000  ~ 17 Lacs+",Rs 0  ~,Andhra Pradesh
Shaik.Nizam,SP,0,5th Pass,44,"Rs 24,43,333  ~ 24 Lacs+",Rs 0  ~,Andhra Pradesh
Shankar Devara Yadav,IND,0,12th Pass,26,"Rs 1,50,000  ~ 1 Lacs+",Rs 0  ~,Andhra Pradesh
Sikhakolli Hema Gowri Shankar,Jatiya Jana Sena Party,0,Graduate,31,"Rs 10,05,309  ~ 10 Lacs+",Rs 0  ~,Andhra Pradesh
Simhadri Chandra Sekhar Rao,YSRCP,0,Post Graduate,70,,,Andhra Pradesh
Singamneni Sreekanth,IND,0,Post Graduate,39,"Rs 1,89,364  ~ 1 Lacs+",Rs 0  ~,Andhra Pradesh
Sirra Raju,BSP,0,Illiterate,56,"Rs 21,000  ~ 21 Thou+",Rs 0  ~,Andhra Pradesh
Siva Parvathi,IND,0,Graduate,34,"Rs 24,30,000  ~ 24 Lacs+",Rs 0  ~,Andhra Pradesh
Sivareddy. Endreddy,Navataram Party,0,Graduate,63,"Rs 7,28,500  ~ 7 Lacs+","Rs 1,80,000  ~ 1 Lacs+",Andhra Pradesh
Siyyadula Yella Rao,IND,0,12th Pass,42,,,Andhra Pradesh
Sondi Krishna,IND,0,Others,52,"Rs 1,85,000  ~ 1 Lacs+","Rs 3,65,000  ~ 3 Lacs+",Andhra Pradesh
Sreenivasulu Marripati,IND,0,Graduate,50,"Rs 42,417  ~ 42 Thou+","Rs 1,03,99,558  ~ 1 Crore+",Andhra Pradesh
Sreerangarajula Gopinath Royal,IND,5,Post Graduate,33,"Rs 3,46,19,800  ~ 3 Crore+","Rs 8,35,029  ~ 8 Lacs+",Andhra Pradesh
Sribharat Mathukumili,TDP,2,Post Graduate,35,"Rs 2,98,95,86,580  ~ 298 Crore+","Rs 1,89,64,522  ~ 1 Crore+",Andhra Pradesh
Srikrishna Akkisetti,IND,0,Graduate Professional,56,Nil,,Andhra Pradesh
Srinivasa Raju.O,Bhartiya Panchyat Party,0,Post Graduate,35,"Rs 21,500  ~ 21 Thou+",Rs 0  ~,Andhra Pradesh
Srinivasa Rao Sambhana,Yuga Thulasi Party,0,Post Graduate,45,"Rs 38,34,537  ~ 38 Lacs+","Rs 5,00,000  ~ 5 Lacs+",Andhra Pradesh
